"Hospital.Name","Hospital.Type","Address","label","State","ZIP.Code","Emergency.Services","Hospital.overall.rating","count","city_matched","Population2010","Geolocation","ACCESS2_AdjPrev","ARTHRITIS_AdjPrev","BINGE_AdjPrev","BPHIGH_AdjPrev","BPMED_AdjPrev","CANCER_AdjPrev","CASTHMA_AdjPrev","CHD_AdjPrev","CHECKUP_AdjPrev","CHOLSCREEN_AdjPrev","COLON_SCREEN_AdjPrev","COPD_AdjPrev","COREM_AdjPrev","COREW_AdjPrev","CSMOKING_AdjPrev","DENTAL_AdjPrev","DIABETES_AdjPrev","HIGHCHOL_AdjPrev","KIDNEY_AdjPrev","LPA_AdjPrev","MAMMOUSE_AdjPrev","MHLTH_AdjPrev","OBESITY_AdjPrev","PAPTEST_AdjPrev","PHLTH_AdjPrev","SLEEP_AdjPrev","STROKE_AdjPrev","TEETHLOST_AdjPrev","owner_tri","PlaceName","f_address.x","long.x","lati.x","f_address.y","long.y","lati.y"
"BANNER HEART HOSPITAL","Acute Care Hospitals","6750 EAST BAYWOOD AVENUE","Mesa, AZ","AZ",85206,"false",5,NA,"mesa",439041,"(33.40228373590, -111.718721181)",17.1,23.4,15.6,27.5,55.7,6.1,10.1,5.9,64.4,71.1,62.9,6.9,33.1,32.4,19.3,60.6,8.9,33.8,3.4,21.3,77.5,12.4,28.3,80.4,12.3,34.7,2.9,13.2,"Non-profit","Mesa","6750 EAST BAYWOOD AVENUE Mesa AZ 85206",-111.685528347625,33.41122345,"6750 EAST BAYWOOD AVENUE Mesa AZ 85206",-111.685528347625,33.41122345
"SCOTTSDALE THOMPSON PEAK MEDICAL CENTER","Acute Care Hospitals","7400 EAST THOMPSON PEAK PARKWAY","Scottsdale, AZ","AZ",85255,"true",4,NA,"scottsdale",217385,"(33.68724936510, -111.865085877)",9.3,20.8,17.1,25.6,54.4,6.3,9,4.7,66.1,73.3,70.1,4.9,37.1,37.7,14,72.3,6.5,33,3,14.6,81.4,9.4,23.2,85.1,8.5,30.8,2.1,7.7,"Proprietary","Scottsdale","7400 EAST THOMPSON PEAK PARKWAY Scottsdale AZ 85255",-111.897374094969,33.67926995,"7400 EAST THOMPSON PEAK PARKWAY Scottsdale AZ 85255",-111.897374094969,33.67926995
"ARIZONA SPINE AND JOINT HOSPITAL","Acute Care Hospitals","4620 EAST BASELINE ROAD","Mesa, AZ","AZ",85206,"false",NA,NA,"mesa",439041,"(33.40228373590, -111.718721181)",17.1,23.4,15.6,27.5,55.7,6.1,10.1,5.9,64.4,71.1,62.9,6.9,33.1,32.4,19.3,60.6,8.9,33.8,3.4,21.3,77.5,12.4,28.3,80.4,12.3,34.7,2.9,13.2,"Proprietary","Mesa","4620 EAST BASELINE ROAD Mesa AZ 85206",-111.734607,33.380264,"4620 EAST BASELINE ROAD Mesa AZ 85206",-111.734607,33.380264
"CORE INSTITUTE SPECIALTY HOSPITAL, THE","Acute Care Hospitals","6501 NORTH 19TH AVENUE","Phoenix, AZ","AZ",85015,"false",NA,1,"phoenix",1445632,"(33.57241386950, -112.088995222)",22.2,23.6,14.5,28.9,56.7,5.9,10.2,6.1,64.1,69.7,60.1,7.1,31.7,30.7,19.6,56.4,10.2,34.3,3.6,24.1,76.7,13.1,30.1,78.5,13.8,35.6,3.1,14.6,"Proprietary","Phoenix","6501 NORTH 19TH AVENUE Phoenix AZ 85015",-112.0991257,33.5321501,"6501 NORTH 19TH AVENUE Phoenix AZ 85015",-112.0991257,33.5321501
"BANNER-UNIVERSITY MEDICAL CENTER SOUTH CAMPUS","Acute Care Hospitals","2800 EAST AJO WAY","Tucson, AZ","AZ",85713,"true",2,1,"tucson",520116,"(32.15672444830, -110.877085494)",20.6,23.8,13.7,29.6,56.2,6,10.4,6.1,62.9,69.9,58,7.4,29.3,30.1,19.2,56.9,10,35,3.7,22.6,73.5,13.3,30.4,75.7,13.8,34.8,3.1,13.5,"Non-profit","Tucson","2800 EAST AJO WAY Tucson AZ 85713",-110.9313437,32.1746289,"2800 EAST AJO WAY Tucson AZ 85713",-110.9313437,32.1746289
"ARIZONA ORTHOPEDIC AND SURGICAL SPECIALITY HOSP","Acute Care Hospitals","2905 WEST WARNER ROAD","Chandler, AZ","AZ",85224,"false",NA,NA,"chandler",236123,"(33.28318981000, -111.852210033)",12.3,21.2,16.2,26,54.8,6,9.1,5,66.1,72.8,67,5.3,34.5,35.2,15.3,68,7.7,33.1,3.1,17.4,80.3,10.2,24.5,83.5,9.7,32.9,2.4,9.9,"Proprietary","Chandler","2905 WEST WARNER ROAD Chandler AZ 85224",-111.8912934,33.3340207,"2905 WEST WARNER ROAD Chandler AZ 85224",-111.8912934,33.3340207
"BANNER ESTRELLA MEDICAL CENTER","Acute Care Hospitals","9201 WEST THOMAS ROAD","Phoenix, AZ","AZ",85037,"true",4,1,"phoenix",1445632,"(33.57241386950, -112.088995222)",22.2,23.6,14.5,28.9,56.7,5.9,10.2,6.1,64.1,69.7,60.1,7.1,31.7,30.7,19.6,56.4,10.2,34.3,3.6,24.1,76.7,13.1,30.1,78.5,13.8,35.6,3.1,14.6,"Non-profit","Phoenix","9201 WEST THOMAS ROAD Phoenix AZ 85037",-112.257378804954,33.47826845,"9201 WEST THOMAS ROAD Phoenix AZ 85037",-112.257378804954,33.47826845
"MERCY GILBERT MEDICAL CENTER","Acute Care Hospitals","3555 SOUTH VAL VISTA DRIVE","Gilbert, AZ","AZ",85296,"true",4,1,"gilbert",208453,"(33.31014939200, -111.746237467)",9.7,20.8,17.2,25.3,54.2,6.1,9,4.8,66.3,73.8,69,4.9,35.7,36.9,14.7,71.2,7.1,32.8,3,15.6,81.2,9.6,23.5,85,8.8,32,2.2,8.3,"Non-profit","Gilbert","3555 SOUTH VAL VISTA DRIVE Gilbert AZ 85296",-111.752236912864,33.2870882,"3555 SOUTH VAL VISTA DRIVE Gilbert AZ 85296",-111.752236912864,33.2870882
"GILBERT HOSPITAL","Acute Care Hospitals","5656 SOUTH POWER ROAD","Gilbert, AZ","AZ",85295,"true",NA,1,"gilbert",208453,"(33.31014939200, -111.746237467)",9.7,20.8,17.2,25.3,54.2,6.1,9,4.8,66.3,73.8,69,4.9,35.7,36.9,14.7,71.2,7.1,32.8,3,15.6,81.2,9.6,23.5,85,8.8,32,2.2,8.3,"Proprietary","Gilbert","5656 SOUTH POWER ROAD Gilbert AZ 85295",-111.6873346,33.3137966,"5656 SOUTH POWER ROAD Gilbert AZ 85295",-111.6873346,33.3137966
"MOUNTAIN VISTA MEDICAL CENTER, LP","Acute Care Hospitals","1301 SOUTH CRISMON ROAD","Mesa, AZ","AZ",85209,"true",1,NA,"mesa",439041,"(33.40228373590, -111.718721181)",17.1,23.4,15.6,27.5,55.7,6.1,10.1,5.9,64.4,71.1,62.9,6.9,33.1,32.4,19.3,60.6,8.9,33.8,3.4,21.3,77.5,12.4,28.3,80.4,12.3,34.7,2.9,13.2,"Proprietary","Mesa","1301 SOUTH CRISMON ROAD Mesa AZ 85209",-111.6153244,33.3910284,"1301 SOUTH CRISMON ROAD Mesa AZ 85209",-111.6153244,33.3910284
"BANNER GATEWAY MEDICAL CENTER","Acute Care Hospitals","1900 NORTH HIGLEY ROAD","Gilbert, AZ","AZ",85234,"true",3,NA,"gilbert",208453,"(33.31014939200, -111.746237467)",9.7,20.8,17.2,25.3,54.2,6.1,9,4.8,66.3,73.8,69,4.9,35.7,36.9,14.7,71.2,7.1,32.8,3,15.6,81.2,9.6,23.5,85,8.8,32,2.2,8.3,"Non-profit","Gilbert","1900 NORTH HIGLEY ROAD Gilbert AZ 85234",-111.7225666,33.3840468,"1900 NORTH HIGLEY ROAD Gilbert AZ 85234",-111.7225666,33.3840468
"O.A.S.I.S. HOSPITAL","Acute Care Hospitals","750 NORTH 40TH STREET","Phoenix, AZ","AZ",85008,"false",NA,NA,"phoenix",1445632,"(33.57241386950, -112.088995222)",22.2,23.6,14.5,28.9,56.7,5.9,10.2,6.1,64.1,69.7,60.1,7.1,31.7,30.7,19.6,56.4,10.2,34.3,3.6,24.1,76.7,13.1,30.1,78.5,13.8,35.6,3.1,14.6,"Non-profit","Phoenix","750 NORTH 40TH STREET Phoenix AZ 85008",-111.9965192,33.4565795,"750 NORTH 40TH STREET Phoenix AZ 85008",-111.9965192,33.4565795
"BANNER GOLDFIELD MEDICAL CENTER","Acute Care Hospitals","2050 WEST SOUTHERN AVENUE","Mesa, AZ","AZ",85120,"true",3,1,"mesa",439041,"(33.40228373590, -111.718721181)",17.1,23.4,15.6,27.5,55.7,6.1,10.1,5.9,64.4,71.1,62.9,6.9,33.1,32.4,19.3,60.6,8.9,33.8,3.4,21.3,77.5,12.4,28.3,80.4,12.3,34.7,2.9,13.2,"Non-profit","Mesa","2050 WEST SOUTHERN AVENUE Mesa AZ 85120",-111.5670965,33.3943945,"2050 WEST SOUTHERN AVENUE Mesa AZ 85120",-111.5670965,33.3943945
"DIGNITY HEALTH - ARIZONA GENERAL HOSPITAL","Acute Care Hospitals","7171 SOUTH 51ST AVENUE","Phoenix, AZ","AZ",85339,"true",NA,1,"phoenix",1445632,"(33.57241386950, -112.088995222)",22.2,23.6,14.5,28.9,56.7,5.9,10.2,6.1,64.1,69.7,60.1,7.1,31.7,30.7,19.6,56.4,10.2,34.3,3.6,24.1,76.7,13.1,30.1,78.5,13.8,35.6,3.1,14.6,"Proprietary","Phoenix","7171 SOUTH 51ST AVENUE Phoenix AZ 85339",-112.1669622,33.3807002,"7171 SOUTH 51ST AVENUE Phoenix AZ 85339",-112.1669622,33.3807002
"WICKENBURG COMMUNITY HOSPITAL","Critical Access Hospitals","520 ROSE LANE","Surprise, AZ","AZ",85390,"true",3,1,"surprise",117517,"(33.68038351770, -112.452218439)",13.4,22.3,16.4,26.3,55,6.2,9.6,5.3,65.5,72.9,66.3,5.9,35.1,35.3,17.4,65.6,7.9,33.1,3.2,18.5,79.6,11.2,26.3,82.9,10.5,33.7,2.5,10.6,"Non-profit","Surprise","520 ROSE LANE Surprise AZ 85390",-112.3043973,33.650903,"520 ROSE LANE Surprise AZ 85390",-112.3043973,33.650903
"BENSON HOSPITAL","Critical Access Hospitals","450 SOUTH OCOTILLO AVENUE","Tucson, AZ","AZ",85602,"true",NA,1,"tucson",520116,"(32.15672444830, -110.877085494)",20.6,23.8,13.7,29.6,56.2,6,10.4,6.1,62.9,69.9,58,7.4,29.3,30.1,19.2,56.9,10,35,3.7,22.6,73.5,13.3,30.4,75.7,13.8,34.8,3.1,13.5,"Government","Tucson","450 SOUTH OCOTILLO AVENUE Tucson AZ 85602",-110.3081217,31.9650177,"450 SOUTH OCOTILLO AVENUE Tucson AZ 85602",-110.3081217,31.9650177
"LOS NINOS HOSPITAL, INC.","Childrens","2303 EAST THOMAS","Phoenix, AZ","AZ",85016,"false",NA,1,"phoenix",1445632,"(33.57241386950, -112.088995222)",22.2,23.6,14.5,28.9,56.7,5.9,10.2,6.1,64.1,69.7,60.1,7.1,31.7,30.7,19.6,56.4,10.2,34.3,3.6,24.1,76.7,13.1,30.1,78.5,13.8,35.6,3.1,14.6,"Non-profit","Phoenix","2303 EAST THOMAS Phoenix AZ 85016",-112.0590496,33.4802234,"2303 EAST THOMAS Phoenix AZ 85016",-112.0590496,33.4802234
"PHOENIX CHILDREN'S HOSPITAL","Childrens","1919 EAST THOMAS ROAD","Phoenix, AZ","AZ",85016,"false",NA,1,"phoenix",1445632,"(33.57241386950, -112.088995222)",22.2,23.6,14.5,28.9,56.7,5.9,10.2,6.1,64.1,69.7,60.1,7.1,31.7,30.7,19.6,56.4,10.2,34.3,3.6,24.1,76.7,13.1,30.1,78.5,13.8,35.6,3.1,14.6,"Non-profit","Phoenix","1919 EAST THOMAS ROAD Phoenix AZ 85016",-112.0590496,33.4802234,"1919 EAST THOMAS ROAD Phoenix AZ 85016",-112.0590496,33.4802234
"HACIENDA CHILDREN'S HOSPITAL, INC.","Childrens","610 WEST JEROME AVENUE","Mesa, AZ","AZ",85210,"false",NA,1,"mesa",439041,"(33.40228373590, -111.718721181)",17.1,23.4,15.6,27.5,55.7,6.1,10.1,5.9,64.4,71.1,62.9,6.9,33.1,32.4,19.3,60.6,8.9,33.8,3.4,21.3,77.5,12.4,28.3,80.4,12.3,34.7,2.9,13.2,"Proprietary","Mesa","610 WEST JEROME AVENUE Mesa AZ 85210",-111.8446951,33.3815566,"610 WEST JEROME AVENUE Mesa AZ 85210",-111.8446951,33.3815566
"WASHINGTON REGIONAL MEDICAL CENTER","Acute Care Hospitals","3215 N NORTH HILLS BOULEVARD","Fayetteville, AR","AR",72703,"true",3,NA,"fayetteville",73580,"(36.07121173120, -94.1659600436)",14,24.8,15.3,32.2,62.1,6.4,8.9,6.8,63.6,68.2,59.1,7.1,34.6,31.9,21.3,60.4,9.3,33.5,2.7,25,71.1,12.5,30.4,78.8,12.9,33.5,2.8,15.6,"Non-profit","Fayetteville","3215 N NORTH HILLS BOULEVARD Fayetteville AR 72703",-94.1599147,36.1092516,"3215 N NORTH HILLS BOULEVARD Fayetteville AR 72703",-94.1599147,36.1092516
"CHI-ST VINCENT INFIRMARY","Acute Care Hospitals","TWO ST VINCENT CIRCLE","Little Rock, AR","AR",72205,"true",2,1,"little rock",193524,"(34.72539578940, -92.3583751863)",16.6,25.2,13.8,38.2,67.5,6.1,9.3,6.7,69.2,74.3,64.4,6.7,35.5,33.2,20.8,61.3,11.8,35.5,3,26.7,78.2,12.5,31,82.8,12.9,36.5,3.4,15.8,"Non-profit","Little Rock","TWO ST VINCENT CIRCLE Little Rock AR 72205",-92.34116,34.7486362,"TWO ST VINCENT CIRCLE Little Rock AR 72205",-92.34116,34.7486362
"MERCY HOSPITAL NORTHWEST ARKANSAS","Acute Care Hospitals","2710 SOUTH RIFE MEDICAL LANE","Springdale, AR","AR",72758,"true",4,1,"springdale",69797,"(36.18699325980, -94.1536274531)",25.3,26.5,13.9,32.5,61.4,6.1,9.5,8,61.7,66.8,51.5,9,30.4,27.5,25.6,49.2,11.9,34.1,3.2,33.6,66.2,15.2,34.5,73.7,17.1,36.2,3.5,24.4,"Non-profit","Springdale","2710 SOUTH RIFE MEDICAL LANE Springdale AR 72758",-94.1845607,36.3085457,"2710 SOUTH RIFE MEDICAL LANE Springdale AR 72758",-94.1845607,36.3085457
"UAMS MEDICAL CENTER","Acute Care Hospitals","4301 WEST MARKHAM STREET MAIL SLOT 612","Little Rock, AR","AR",72205,"true",1,1,"little rock",193524,"(34.72539578940, -92.3583751863)",16.6,25.2,13.8,38.2,67.5,6.1,9.3,6.7,69.2,74.3,64.4,6.7,35.5,33.2,20.8,61.3,11.8,35.5,3,26.7,78.2,12.5,31,82.8,12.9,36.5,3.4,15.8,"Government","Little Rock","4301 WEST MARKHAM STREET MAIL SLOT 612 Little Rock AR 72205",-92.3198883574497,34.74824675,"4301 WEST MARKHAM STREET MAIL SLOT 612 Little Rock AR 72205",-92.3198883574497,34.74824675
"ST BERNARDS MEDICAL CENTER","Acute Care Hospitals","225 E JACKSON","Jonesboro, AR","AR",72401,"true",1,1,"jonesboro",67263,"(35.82081215380, -90.6794991686)",17.1,25.9,14.4,36.3,64.8,6.4,9.4,7.4,65.3,69.6,58.9,8,32.6,31.6,24.3,57.1,10.3,34.8,2.9,30.1,70.1,13.9,32.9,78.6,14.6,35.8,3.2,18.7,"Non-profit","Jonesboro","225 E JACKSON Jonesboro AR 72401",-90.7023404073842,35.83669655,"225 E JACKSON Jonesboro AR 72401",-90.7023404073842,35.83669655
"NORTHWEST MEDICAL CENTER-SPRINGDALE","Acute Care Hospitals","609 WEST MAPLE AVENUE","Springdale, AR","AR",72764,"true",3,NA,"springdale",69797,"(36.18699325980, -94.1536274531)",25.3,26.5,13.9,32.5,61.4,6.1,9.5,8,61.7,66.8,51.5,9,30.4,27.5,25.6,49.2,11.9,34.1,3.2,33.6,66.2,15.2,34.5,73.7,17.1,36.2,3.5,24.4,"Proprietary","Springdale","609 WEST MAPLE AVENUE Springdale AR 72764",-94.1339449,36.1988009,"609 WEST MAPLE AVENUE Springdale AR 72764",-94.1339449,36.1988009
"SPARKS REGIONAL MEDICAL CENTER","Acute Care Hospitals","1001 TOWSON AVENUE","Fort Smith, AR","AR",72902,"true",2,NA,"fort smith",86209,"(35.34916926360, -94.3696317306)",22,27.1,13.1,37.6,62.4,6.2,9.8,8,65,68.1,56.1,9.1,29.7,30.3,26.1,54.1,11.6,34.5,3.1,33.9,72.8,15.4,35.8,74,17.1,38,3.6,21.5,"Proprietary","Fort Smith","1001 TOWSON AVENUE Fort Smith AR 72902",-94.4195415103866,35.3753217,"1001 TOWSON AVENUE Fort Smith AR 72902",-94.4195415103866,35.3753217
"MERCY HOSPITAL FORT SMITH","Acute Care Hospitals","7301 ROGERS AVE","Fort Smith, AR","AR",72917,"true",3,NA,"fort smith",86209,"(35.34916926360, -94.3696317306)",22,27.1,13.1,37.6,62.4,6.2,9.8,8,65,68.1,56.1,9.1,29.7,30.3,26.1,54.1,11.6,34.5,3.1,33.9,72.8,15.4,35.8,74,17.1,38,3.6,21.5,"Non-profit","Fort Smith","7301 ROGERS AVE Fort Smith AR 72917",-94.3520958,35.3559616,"7301 ROGERS AVE Fort Smith AR 72917",-94.3520958,35.3559616
"BAPTIST HEALTH MEDICAL CENTER-LITTLE ROCK","Acute Care Hospitals","9601 INTERSTATE 630, EXIT 7","Little Rock, AR","AR",72205,"true",3,1,"little rock",193524,"(34.72539578940, -92.3583751863)",16.6,25.2,13.8,38.2,67.5,6.1,9.3,6.7,69.2,74.3,64.4,6.7,35.5,33.2,20.8,61.3,11.8,35.5,3,26.7,78.2,12.5,31,82.8,12.9,36.5,3.4,15.8,"Non-profit","Little Rock","9601 INTERSTATE 630, EXIT 7 Little Rock AR 72205",-92.381458,34.7445622,"9601 INTERSTATE 630, EXIT 7 Little Rock AR 72205",-92.381458,34.7445622
"NEA BAPTIST MEMORIAL HOSPITAL","Acute Care Hospitals","4800 EAST JOHNSON AVENUE","Jonesboro, AR","AR",72401,"true",3,1,"jonesboro",67263,"(35.82081215380, -90.6794991686)",17.1,25.9,14.4,36.3,64.8,6.4,9.4,7.4,65.3,69.6,58.9,8,32.6,31.6,24.3,57.1,10.3,34.8,2.9,30.1,70.1,13.9,32.9,78.6,14.6,35.8,3.2,18.7,"Non-profit","Jonesboro","4800 EAST JOHNSON AVENUE Jonesboro AR 72401",-90.6371689210189,35.86593345,"4800 EAST JOHNSON AVENUE Jonesboro AR 72401",-90.6371689210189,35.86593345
"ARKANSAS HEART HOSPITAL, LLC","Acute Care Hospitals","1701 S SHACKLEFORD ROAD","Little Rock, AR","AR",72211,"true",4,1,"little rock",193524,"(34.72539578940, -92.3583751863)",16.6,25.2,13.8,38.2,67.5,6.1,9.3,6.7,69.2,74.3,64.4,6.7,35.5,33.2,20.8,61.3,11.8,35.5,3,26.7,78.2,12.5,31,82.8,12.9,36.5,3.4,15.8,"Proprietary","Little Rock","1701 S SHACKLEFORD ROAD Little Rock AR 72211",-92.393248325,34.73932405,"1701 S SHACKLEFORD ROAD Little Rock AR 72211",-92.393248325,34.73932405
"NORTHWEST HEALTH PHYSICIANS SPECIALTY HOSPITAL","Acute Care Hospitals","3873 NORTH PARKVIEW DRIVE","Fayetteville, AR","AR",72703,"true",NA,NA,"fayetteville",73580,"(36.07121173120, -94.1659600436)",14,24.8,15.3,32.2,62.1,6.4,8.9,6.8,63.6,68.2,59.1,7.1,34.6,31.9,21.3,60.4,9.3,33.5,2.7,25,71.1,12.5,30.4,78.8,12.9,33.5,2.8,15.6,"Proprietary","Fayetteville","3873 NORTH PARKVIEW DRIVE Fayetteville AR 72703",-94.1340714592025,36.12129955,"3873 NORTH PARKVIEW DRIVE Fayetteville AR 72703",-94.1340714592025,36.12129955
"ARKANSAS CHILDREN'S HOSPITAL","Childrens","1 CHILDREN'S WAY, SLOT 301","Little Rock, AR","AR",72202,"true",NA,1,"little rock",193524,"(34.72539578940, -92.3583751863)",16.6,25.2,13.8,38.2,67.5,6.1,9.3,6.7,69.2,74.3,64.4,6.7,35.5,33.2,20.8,61.3,11.8,35.5,3,26.7,78.2,12.5,31,82.8,12.9,36.5,3.4,15.8,"Non-profit","Little Rock","1 CHILDREN'S WAY, SLOT 301 Little Rock AR 72202",-92.4833657,34.8054642,"1 CHILDREN'S WAY, SLOT 301 Little Rock AR 72202",-92.4833657,34.8054642
"ST ROSE HOSPITAL","Acute Care Hospitals","27200 CALAROGA AVE","Hayward, CA","CA",94545,"true",1,1,"hayward",144186,"(37.63295915510, -122.077051051)",18.7,20,14.4,25.7,52,5.3,8.4,5.4,65.1,73.1,62,5.2,29.7,25.6,14.5,60.4,10.8,31.5,2.6,24.7,78.1,11.9,23.8,80,12.7,35.6,2.8,11.4,"Non-profit","Hayward","27200 CALAROGA AVE Hayward CA 94545",-122.0965657,37.6391953,"27200 CALAROGA AVE Hayward CA 94545",-122.0965657,37.6391953
"CALIFORNIA PACIFIC MEDICAL CTR-DAVIES CAMPUS HOSP","Acute Care Hospitals","601 DUBOCE AVE","San Francisco, CA","CA",94117,"true",3,1,"san francisco",805235,"(37.75591366110, -122.440987876)",11.7,17.5,16.6,25.9,50.5,5.2,7.7,4.7,62.4,75.3,62.2,4.3,27.7,28.8,12.8,68.6,8.9,31.4,2.2,20.1,78.9,9.8,18.4,79.1,10.1,33.6,2.3,9.2,"Non-profit","San Francisco","601 DUBOCE AVE San Francisco CA 94117",-122.4293943,37.7693989,"601 DUBOCE AVE San Francisco CA 94117",-122.4293943,37.7693989
"QUEEN OF THE VALLEY MEDICAL CENTER","Acute Care Hospitals","1000 TRANCAS ST","Napa, CA","CA",94558,"true",3,1,"napa",76915,"(38.29804246490, -122.301093331)",16.6,20.8,17.8,27,51.1,6.1,8.8,5.7,64,73.7,63.8,5.9,28.5,29.9,15.5,66.3,8.8,32,2.5,21.6,78.3,12.3,26.1,83.4,12.4,30.9,2.6,11.1,"Non-profit","Napa","1000 TRANCAS ST Napa CA 94558",-122.296089033886,38.325328,"1000 TRANCAS ST Napa CA 94558",-122.296089033886,38.325328
"MERCY GENERAL HOSPITAL","Acute Care Hospitals","4001 J ST","Sacramento, CA","CA",95819,"false",3,1,"sacramento",466488,"(38.56663215670, -121.468299801)",17.6,21.2,14.9,31.9,55.4,5.5,9.3,5.9,63.9,72.2,60.6,6.3,26.9,26.3,17.9,58.2,11.1,31.5,2.7,24.1,79.8,13.2,27.3,79.4,13.9,34.6,3.1,14,"Non-profit","Sacramento","4001 J ST Sacramento CA 95819",-121.4244014,38.5606808,"4001 J ST Sacramento CA 95819",-121.4244014,38.5606808
"PACIFIC ALLIANCE MEDICAL CENTER","Acute Care Hospitals","531 W COLLEGE ST","Los Angeles, CA","CA",90012,"false",3,1,"los angeles",3792621,"(34.11822778980, -118.408500088)",23.4,19.8,15.1,28.9,52.3,5.4,8.5,6,65.9,73,57.5,5.7,24.3,24.9,15.6,58.2,11.7,35.4,2.7,25.1,79.1,13,26.7,79.1,14.7,37.5,3.1,11.3,"Proprietary","Los Angeles","531 W COLLEGE ST Los Angeles CA 90012",-118.2692363,34.0331172,"531 W COLLEGE ST Los Angeles CA 90012",-118.2692363,34.0331172
"RIVERSIDE COMMUNITY HOSPITAL","Acute Care Hospitals","4445 MAGNOLIA AVENUE","Riverside, CA","CA",92501,"true",2,1,"riverside",303871,"(33.93812516850, -117.394845824)",21.2,21.9,15.6,31.1,50.4,5.7,9.1,6.1,65.7,72.8,60,6.2,25.6,26.7,16.9,59.1,10.8,33.8,2.7,26.7,79.2,13.3,29.4,80.3,14.5,38,3,13.5,"Government","Riverside","4445 MAGNOLIA AVENUE Riverside CA 92501",-117.4618695,33.9115461,"4445 MAGNOLIA AVENUE Riverside CA 92501",-117.4618695,33.9115461
"UNIVERSITY OF CALIFORNIA SAN DIEGO MEDICAL CENTER","Acute Care Hospitals","200 WEST ARBOR DRIVE","San Diego, CA","CA",92103,"true",3,1,"san diego",1307402,"(32.83556394180, -117.119792061)",14.8,19.2,17.3,26.7,52.6,5.7,8,5.2,66.4,74.1,64.2,4.9,29.9,28.4,13.1,64.9,9.5,30.9,2.4,21,79.9,11,22.2,81.5,11,34.6,2.5,9.3,"Non-profit","San Diego","200 WEST ARBOR DRIVE San Diego CA 92103",-117.165524560185,32.75531155,"200 WEST ARBOR DRIVE San Diego CA 92103",-117.165524560185,32.75531155
"GROSSMONT HOSPITAL","Acute Care Hospitals","5555 GROSSMONT CENTER DRIVE BOX 58","San Diego, CA","CA",91942,"true",3,1,"san diego",1307402,"(32.83556394180, -117.119792061)",14.8,19.2,17.3,26.7,52.6,5.7,8,5.2,66.4,74.1,64.2,4.9,29.9,28.4,13.1,64.9,9.5,30.9,2.4,21,79.9,11,22.2,81.5,11,34.6,2.5,9.3,"Government","San Diego","5555 GROSSMONT CENTER DRIVE BOX 58 San Diego CA 91942",-117.0064541,32.7808085,"5555 GROSSMONT CENTER DRIVE BOX 58 San Diego CA 91942",-117.0064541,32.7808085
"BAKERSFIELD MEMORIAL HOSPITAL","Acute Care Hospitals","420 34TH ST BOX","Bakersfield, CA","CA",93301,"true",2,1,"bakersfield",347483,"(35.35133028550, -119.029786003)",20.9,21.5,16.8,31.6,53.8,5.8,9.1,6.2,66.2,71.5,60.7,6.4,26,26.8,17.6,61.5,10.9,34.8,2.8,27.1,76.9,13.5,30.3,80.6,14.3,34.8,3.1,13.7,"Non-profit","Bakersfield","420 34TH ST BOX Bakersfield CA 93301",-119.0068569,35.3918393,"420 34TH ST BOX Bakersfield CA 93301",-119.0068569,35.3918393
"SANTA CLARA VALLEY MEDICAL CENTER","Acute Care Hospitals","751 SOUTH BASCOM AVENUE","San Jose, CA","CA",95128,"true",2,1,"san jose",945942,"(37.30039631760, -121.847228423)",15.7,17.7,14.1,26.6,50.8,5.1,7.8,4.8,64.9,74.5,62,4.4,26.8,29.8,12.2,67.6,9.4,31.7,2.4,21.7,80.5,10.3,20.5,79.5,10.7,34.6,2.3,9,"Government","San Jose","751 SOUTH BASCOM AVENUE San Jose CA 95128",-121.9315942,37.2805065,"751 SOUTH BASCOM AVENUE San Jose CA 95128",-121.9315942,37.2805065
"ENLOE MEDICAL CENTER","Acute Care Hospitals","1531 ESPLANADE","Chico, CA","CA",95926,"true",3,1,"chico",86187,"(39.75685036680, -121.815983972)",13.4,22.1,18.4,29.9,50.3,6.5,9.4,5.8,61.8,72.3,62.3,6.5,29,29.3,17,62.9,8.6,34,2.4,20.6,78.1,13,27.1,81.3,12.7,33.5,2.8,10.5,"Non-profit","Chico","1531 ESPLANADE Chico CA 95926",-121.8472344,39.7398962,"1531 ESPLANADE Chico CA 95926",-121.8472344,39.7398962
"LAC/OLIVE VIEW-UCLA MEDICAL CENTER","Acute Care Hospitals","14445 OLIVE VIEW DRIVE","Los Angeles, CA","CA",91342,"true",2,1,"los angeles",3792621,"(34.11822778980, -118.408500088)",23.4,19.8,15.1,28.9,52.3,5.4,8.5,6,65.9,73,57.5,5.7,24.3,24.9,15.6,58.2,11.7,35.4,2.7,25.1,79.1,13,26.7,79.1,14.7,37.5,3.1,11.3,"Non-profit","Los Angeles","14445 OLIVE VIEW DRIVE Los Angeles CA 91342",-118.4412089,34.3246848,"14445 OLIVE VIEW DRIVE Los Angeles CA 91342",-118.4412089,34.3246848
