,mother_node,title_steam,app_id,user_rating,game_spcs,percent,reivew_users,keywords_list,genre_list,no_dlc,dlc_av,rank_no,current,all_time,24_peak,time_diff,YEAR,price,DATE,unique,Indie,Action_g,Adventure_g,Strategy,Simulation,RPG,Casual,Early Access,Sports,Violent,Racing,Singleplayer,Multiplayer,Great Soundtrack,Atmospheric,Story Rich,Open World,2D,Co-op,Sci-fi,Adventure_k,Fantasy,Puzzle,First-Person,Shooter,Difficult,Funny,Classic,Sandbox,Horror,Female Protagonist,FPS,Pixel Graphics,Comedy,Survival,Third Person,Anime,Platformer,Action_k,Turn-Based,Exploration,total_key,agreement,retention
39,A Matter of Murder,A Matter of Murder,510040,Positive,"Single-player,Steam Achievements",100.0,17.0,"Casual, Adventure, Indie","Indie, Casual, Adventure",0.0,0.0,3116,1.0,8.0,2.0,384 days 00:00:00.000000000,2016.0,2.99,2016-04-18,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,1.0,12.5
40,A Normal Lost Phone,A Normal Lost Phone,523210,Very Positive,"Single-player,Steam Achievements,Steam Trading Cards",88.0,213.0,"Indie, Casual, Narration, Interactive Fiction, Story Rich, Singleplayer, Short, Puzzle, Psychological, Mystery, Great Soundtrack, Detective, Adventure","Indie, Casual",1.0,1.0,1791,2.0,41.0,6.0,101 days 00:00:00.000000000,2017.0,2.99,2017-01-26,"Mystery, Detective, Short, Great Soundtrack, Puzzle, Singleplayer, Interactive Fiction, Psychological, Adventure, Narration, Story Rich",1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0,0.153846153846,4.87804878049
41,A Rose in the Twilight,A Rose in the Twilight,548840,Positive,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud",94.0,17.0,"Adventure, Strategy, Female Protagonist, Puzzle-Platformer, Anime","Adventure, Strategy",2.0,1.0,4282,2.0,21.0,9.0,26 days 00:00:00.000000000,2017.0,19.99,2017-04-11,"Puzzle-Platformer, Female Protagonist, Anime",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,5.0,0.4,9.52380952381
42,A Story About My Uncle,A Story About My Uncle,278360,Very Positive,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud",93.0,6740.0,"Adventure, First-Person, Platformer, Parkour, Indie, Atmospheric, Singleplayer, Story Rich, Casual, Puzzle, Short, Fantasy, Sci-fi, 3D Platformer, Great Soundtrack, Action, Difficult, Family Friendly, Narration","Indie, Adventure, Casual",0.0,0.0,2742,46.0,615.0,56.0,1075 days 00:00:00.000000000,2014.0,12.99,2014-05-28,"First-Person, Short, Atmospheric, Parkour, Singleplayer, Sci-fi, Puzzle, Great Soundtrack, Fantasy, Platformer, Narration, Action, Story Rich, Family Friendly, 3D Platformer, Difficult",1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,19.0,0.157894736842,7.47967479675
43,A-Train 8,A-Train 8,249930,,Single-player,50.0,22.0,"Simulation, Trains, Strategy",Simulation,0.0,0.0,3980,1.0,9.0,4.0,3334 days 00:00:00.000000000,2008.0,19.99,2008-03-21,"Strategy, Trains",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.333333333333,11.1111111111
44,ABZU,ABZU,384190,Very Positive,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards",92.0,7014.0,"Relaxing, Atmospheric, Underwater, Great Soundtrack, Adventure, Exploration, Singleplayer, Indie, Casual, Colorful, Fantasy, Family Friendly, Simulation, Story Rich, Open World, Short, Third Person, Controller, Action, Walking Simulator","Indie, Simulation, Adventure, Action, Casual",1.0,1.0,1167,45.0,1329.0,65.0,278 days 00:00:00.000000000,2016.0,19.99,2016-08-02,"Underwater, Short, Atmospheric, Colorful, Relaxing, Great Soundtrack, Singleplayer, Fantasy, Controller, Exploration, Open World, Walking Simulator, Story Rich, Family Friendly, Third Person",1,1,1,0,1,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,20.0,0.25,3.38600451467
45,ACE Academy,ACE Academy,396650,Very Positive,"Single-player,Steam Cloud",96.0,459.0,"Visual Novel, Anime, Indie, RPG, Dating Sim, Adventure, Multiple Endings, Simulation, Choose Your Own Adventure, Action, Sports, Mechs, Story Rich, Cute, Character Customization, 2D, Episodic, Casual, Nudity","Indie, Sports, Adventure, RPG, Action, Simulation",0.0,0.0,3021,5.0,132.0,9.0,258 days 00:00:00.000000000,2016.0,19.99,2016-08-22,"Cute, Mechs, Episodic, Dating Sim, Nudity, Character Customization, Visual Novel, Choose Your Own Adventure, 2D, Anime, Story Rich, Multiple Endings, Casual",1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,19.0,0.315789473684,3.78787878788
46,ADOM (Ancient Domains Of Mystery),ADOM (Ancient Domains Of Mystery),333300,Very Positive,"Single-player,Steam Achievements,Steam Trading Cards",90.0,372.0,"Rogue-like, RPG, Indie, Adventure, Turn-Based, Strategy, Fantasy, CRPG, Singleplayer, 2D, Difficult, Classic","Indie, Strategy, Adventure, RPG",0.0,0.0,2175,31.0,312.0,44.0,538 days 00:00:00.000000000,2015.0,14.99,2015-11-16,"CRPG, Rogue-like, Classic, Singleplayer, 2D, Fantasy, Turn-Based, Difficult",1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,12.0,0.333333333333,9.9358974359
47,AKIBA'S TRIP: Undead  Undressed,AKIBA'S TRIP: Undead  Undressed,333980,Very Positive,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud",87.0,1669.0,"Anime, Nudity, JRPG, Action, RPG, Adventure, Open World, Cute, Mature, Singleplayer, Vampire, Casual, Beat 'em up, Comedy, Visual Novel, Dating Sim, Female Protagonist, Funny, Horror, Great Soundtrack","Action, Casual, RPG, Adventure",0.0,0.0,567,19.0,507.0,34.0,712 days 00:00:00.000000000,2015.0,29.99,2015-05-26,"Cute, Dating Sim, Singleplayer, Nudity, Horror, Great Soundtrack, Vampire, Visual Novel, Beat 'em up, Funny, Anime, Mature, Female Protagonist, Comedy, Open World, JRPG",0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,20.0,0.2,3.74753451677
48,AM Model Viewer,AM Model Viewer,506750,Mostly Positive,,72.0,11.0,"Early Access, Animation & Modeling, Design & Illustration","Animation & Modeling, Design & Illustration, Early Access",0.0,0.0,5359,1.0,4.0,2.0,275 days 00:00:00.000000000,2016.0,9.99,2016-08-05,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,1.0,25.0
49,ARCADE GAME SERIES: PAC-MAN,ARCADE GAME SERIES: PAC-MAN,394160,Very Positive,"Single-player,Steam Achievements,Steam Leaderboards",80.0,51.0,"Action, Arcade, Classic, Retro",Action,0.0,0.0,6369,2.0,21.0,7.0,383 days 00:00:00.000000000,2016.0,3.99,2016-04-19,"Retro, Arcade, Classic",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0.25,9.52380952381
50,ARK: Survival Evolved,ARK: Survival Evolved,346110,,"Single-player,Multi-player,MMO,Co-op,Steam Achievements,Full controller support,Steam Workshop,Steam Cloud,Valve Anti-Cheat enabled,Includes level editor",69.0,106025.0,"Early Access, Survival, Dinosaurs, Open World, Multiplayer, Crafting, Building, Adventure, Base Building, Co-op, Action, First-Person, Sandbox, Massively Multiplayer, Singleplayer, Dragons, RPG, Sci-fi, MMORPG, Indie","Indie, Massively Multiplayer, Adventure, RPG, Action, Early Access",1.0,1.0,34,41744.0,101035.0,49576.0,705 days 00:00:00.000000000,2015.0,29.99,2015-06-02,"Building, Crafting, Co-op, Sci-fi, Singleplayer, Survival, Multiplayer, Dragons, First-Person, Sandbox, Base Building, MMORPG, Open World, Dinosaurs",1,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,20.0,0.3,41.3163755134
51,ARMA: Cold War Assault,ARMA: Cold War Assault,65790,Very Positive,Single-player,85.0,857.0,"Simulation, Action, Strategy, Military, Classic, Open World, FPS, Cold War, Tactical, Multiplayer, Shooter, First-Person, War, Realistic, Singleplayer, Moddable, Sandbox, Team-Based, Third Person, Adventure","Action, Simulation, Strategy",0.0,0.0,7651,26.0,2412.0,38.0,2099 days 00:00:00.000000000,2011.0,4.99,2011-08-08,"Multiplayer, Cold War, Classic, Shooter, Singleplayer, Team-Based, Moddable, Realistic, Sandbox, Open World, FPS, Tactical, First-Person, Military, War, Third Person, Adventure",0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,20.0,0.15,1.07794361526
52,ARSLAN: THE WARRIORS OF LEGEND,ARSLAN: THE WARRIORS OF LEGEND,401890,Mostly Positive,"Single-player,Multi-player,Co-op,Steam Achievements,Partial Controller Support",75.0,136.0,"Action, Anime, Hack and Slash, Local Co-Op, Online Co-Op",Action,0.0,0.0,2444,2.0,101.0,4.0,453 days 00:00:00.000000000,2016.0,59.99,2016-02-09,"Hack and Slash, Online Co-Op, Local Co-Op, Anime",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5.0,0.2,1.9801980198
53,ASTRONEER,ASTRONEER,361420,Very Positive,"Single-player,Online Co-op,Full controller support",88.0,15304.0,"Early Access, Space, Open World, Exploration, Multiplayer, Survival, Sandbox, Adventure, Base Building, Co-op, Building, Crafting, Sci-fi, Third Person, Atmospheric, Singleplayer, Colorful, Indie, Great Soundtrack, Voxel","Indie, Adventure, Early Access",1.0,1.0,467,809.0,11896.0,825.0,143 days 00:00:00.000000000,2016.0,19.99,2016-12-15,"Building, Voxel, Crafting, Co-op, Atmospheric, Sci-fi, Colorful, Space, Survival, Multiplayer, Singleplayer, Sandbox, Exploration, Open World, Great Soundtrack, Base Building, Third Person",1,0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,20.0,0.15,6.80060524546
54,ATOMINE,ATOMINE,603100,,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud",,,"Indie, Action, Twin Stick Shooter, Top-Down Shooter, Procedural Generation, Rogue-lite, Rogue-like, Singleplayer, Hacking, Minimalist, Perma Death, Replay Value, Great Soundtrack, Bullet Hell, Shooter, Difficult","Action, Indie",0.0,0.0,1817,2.0,5.0,4.0,3 days 00:00:00.000000000,2017.0,9.99,2017-05-04,"Minimalist, Perma Death, Twin Stick Shooter, Singleplayer, Great Soundtrack, Shooter, Procedural Generation, Rogue-like, Rogue-lite, Bullet Hell, Top-Down Shooter, Hacking, Replay Value, Difficult",1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0,0.125,40.0
55,AXYOS,AXYOS,318100,,"Multi-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud,Stats",58.0,1055.0,"Early Access, Action, Massively Multiplayer, FPS, Indie, Shooter, MOBA, Multiplayer, First-Person, Anime, Free to Play","Action, Indie, Massively Multiplayer, Early Access",1.0,1.0,5878,4.0,116.0,7.0,919 days 00:00:00.000000000,2014.0,0.99,2014-10-31,"Multiplayer, Free to Play, MOBA, Shooter, Anime, FPS, First-Person",1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,11.0,0.363636363636,3.44827586207
56,AaaaaAAaaaAAAaaAAAAaAAAAA!!! for the Awesome,AaaaaAAaaaAAAaaAAAAaAAAAA!!! for the Awesome,15560,Very Positive,"Single-player,Steam Achievements,Full controller support,Steam Leaderboards",83.0,433.0,"Indie, Action, VR, First-Person, Sports, Score Attack, Funny, Comedy, Casual, Singleplayer","Indie, Action, Sports",0.0,0.0,4927,1.0,114.0,3.0,1992 days 00:00:00.000000000,2011.0,9.99,2011-11-23,"Funny, Singleplayer, Score Attack, VR, First-Person, Comedy, Casual",1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10.0,0.3,0.877192982456
57,Abode,Abode,548340,Very Positive,Single-player,97.0,110.0,"Indie, Puzzle, VR, Adventure, Noir",Indie,0.0,0.0,2134,2.0,16.0,5.0,187 days 00:00:00.000000000,2016.0,7.99,2016-11-01,"Puzzle, Noir, VR, Adventure",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0.2,12.5
58,"About Love, Hate and the other ones","About Love, Hate and the other ones",277680,Very Positive,"Single-player,Steam Trading Cards,Steam Cloud",91.0,294.0,"Indie, Casual, Puzzle, Singleplayer","Indie, Casual",0.0,0.0,7248,2.0,58.0,5.0,877 days 00:00:00.000000000,2014.0,6.99,2014-12-12,"Puzzle, Singleplayer",1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0.5,3.44827586207
59,Absoloot,Absoloot,555700,Positive,"Multi-player,Local Multi-Player,Shared/Split Screen,Steam Trading Cards",86.0,15.0,"Action, Indie, Adventure, Multiplayer","Action, Adventure, Indie",0.0,0.0,5452,9.0,660.0,206.0,53 days 00:00:00.000000000,2017.0,3.99,2017-03-15,Multiplayer,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0.75,1.36363636364
60,Absolute Drift,Absolute Drift,320140,Very Positive,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Stats,Steam Leaderboards",90.0,930.0,"Racing, Indie, Driving, Sports, Simulation, Minimalist, Action, Singleplayer, Great Soundtrack, Top-Down, Physics","Indie, Racing, Simulation, Action, Sports",0.0,0.0,1766,15.0,352.0,18.0,648 days 00:00:00.000000000,2015.0,11.99,2015-07-29,"Minimalist, Top-Down, Driving, Great Soundtrack, Singleplayer, Physics",1,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0,0.454545454545,4.26136363636
61,Abyss: The Wraiths of Eden,Abyss: The Wraiths of Eden,284710,Very Positive,"Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud",89.0,306.0,"Hidden Object, Adventure, Casual, Puzzle, Point & Click, Female Protagonist, Mystery, Singleplayer, Horror","Adventure, Casual",0.0,0.0,1793,7.0,124.0,23.0,1651 days 00:00:00.000000000,2012.0,2.99,2012-10-29,"Mystery, Hidden Object, Singleplayer, Puzzle, Point & Click, Female Protagonist, Horror",0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,9.0,0.222222222222,5.64516129032
62,Academagia: The Making of Mages,Academagia: The Making of Mages,533480,Mostly Positive,"Single-player,Steam Achievements,Steam Trading Cards",70.0,82.0,"Simulation, Indie, RPG, Adventure, Strategy, Magic","Indie, Strategy, Adventure, RPG, Simulation",0.0,0.0,722,24.0,299.0,45.0,2459 days 00:00:00.000000000,2010.0,15.99,2010-08-13,Magic,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0.833333333333,8.02675585284
63,Access Denied,Access Denied,562570,Mostly Positive,"Single-player,Steam Achievements,Steam Trading Cards",78.0,33.0,"Indie, Puzzle, Singleplayer, Cyberpunk, Casual, Futuristic, Hacking","Indie, Casual",0.0,0.0,4518,3.0,22.0,8.0,142 days 00:00:00.000000000,2016.0,1.79,2016-12-16,"Futuristic, Puzzle, Hacking, Cyberpunk, Singleplayer",1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0.285714285714,13.6363636364
64,Ace Combat Assault Horizon - Enhanced Edition,Ace Combat Assault Horizon - Enhanced Edition,228400,,"Single-player,Multi-player,Co-op,Steam Achievements,Partial Controller Support,Steam Cloud,Steam Leaderboards",62.0,2417.0,"Action, Simulation, Flight, Arcade, Military, Quick-Time Events, Multiplayer, Cinematic, Controller, Shooter, Great Soundtrack, Co-op, On-Rails Shooter, Singleplayer","Action, Simulation",0.0,0.0,2163,19.0,3795.0,33.0,1564 days 00:00:00.000000000,2013.0,19.99,2013-01-24,"Multiplayer, Flight, Arcade, Great Soundtrack, Shooter, Singleplayer, Cinematic, Controller, Co-op, On-Rails Shooter, Military, Quick-Time Events",0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0,0.142857142857,0.500658761528
65,Ace of Seafood,Ace of Seafood,450500,Very Positive,"Single-player,Online Co-op,Local Co-op,Shared/Split Screen,Steam Achievements,Steam Trading Cards,Partial Controller Support",90.0,122.0,"Action, Indie, Underwater, Great Soundtrack, Open World, Third Person, Funny, Memes, Atmospheric, Controller, Singleplayer, Comedy, Exploration, Shooter, Survival, Fantasy, Supernatural, Hunting, Fishing, Experimental","Action, Indie",0.0,0.0,2764,1.0,72.0,8.0,394 days 00:00:00.000000000,2016.0,11.99,2016-04-08,"Underwater, Atmospheric, Hunting, Great Soundtrack, Survival, Shooter, Singleplayer, Funny, Fantasy, Controller, Exploration, Open World, Supernatural, Memes, Comedy, Third Person, Experimental, Fishing",1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,20.0,0.1,1.38888888889
66,Ace of Spades: Battle Builder,Ace of Spades: Battle Builder,224540,,"Multi-player,Co-op,Cross-Platform Multiplayer,Steam Achievements,Steam Trading Cards,Steam Workshop,Includes level editor",67.0,12122.0,"Action, Multiplayer, Shooter, FPS, Indie, Building, Sandbox, Zombies, First-Person, Class-Based, Voxel, Co-op, Competitive, Funny, Open World, Massively Multiplayer, Replay Value, Casual, Adventure, Free to Play","Action, Indie",1.0,1.0,2731,34.0,10719.0,83.0,1607 days 00:00:00.000000000,2012.0,7.99,2012-12-12,"Building, Voxel, Multiplayer, FPS, Funny, Massively Multiplayer, Shooter, Competitive, Class-Based, Sandbox, Co-op, Adventure, Zombies, First-Person, Replay Value, Casual, Open World, Free to Play",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,20.0,0.1,0.317193768075
67,Act of Aggression - Reboot Edition,Act of Aggression - Reboot Edition,318020,,"Single-player,Multi-player,Steam Achievements,Steam Trading Cards,Steam Cloud",63.0,1409.0,"Strategy, RTS, Multiplayer, Military, Base Building, Singleplayer, War, Action, Classic, Tactical, Co-op",Strategy,0.0,0.0,2491,89.0,3131.0,139.0,613 days 00:00:00.000000000,2015.0,29.99,2015-09-02,"Co-op, Classic, Singleplayer, Multiplayer, Base Building, RTS, Tactical, Action, Military, War",0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,11.0,0.0909090909091,2.84254231875
68,Act of War: Direct Action,Act of War: Direct Action,2710,Very Positive,"Single-player,Multi-player",81.0,120.0,"Action, Strategy, RTS",Action,0.0,0.0,5890,6.0,30.0,12.0,4437 days 00:00:00.000000000,2005.0,2.99,2005-03-14,"RTS, Strategy",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.333333333333,20.0
69,Act of War: High Treason,Act of War: High Treason,9760,Very Positive,"Single-player,Multi-player",80.0,113.0,"Action, Strategy, RTS",Action,0.0,0.0,4701,10.0,32.0,15.0,3995 days 00:00:00.000000000,2006.0,2.99,2006-05-30,"RTS, Strategy",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.333333333333,31.25
70,Action Henk,Action Henk,285820,Very Positive,"Single-player,Multi-player,Shared/Split Screen,Cross-Platform Multiplayer,Steam Achievements,Full controller support,Steam Trading Cards,Steam Workshop,Steam Cloud,Stats,Steam Leaderboards,Steam Turn Notifications,Includes level editor",91.0,206.0,"Racing, Action, Indie, Platformer, Multiplayer","Action, Indie, Racing",0.0,0.0,2275,8.0,241.0,9.0,727 days 00:00:00.000000000,2015.0,14.99,2015-05-11,"Platformer, Multiplayer",1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.0,0.6,3.31950207469
71,Adam's Venture Chronicles,Adam's Venture Chronicles,362410,Mostly Positive,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud",75.0,65.0,"Adventure, Indie, Puzzle","Indie, Adventure",0.0,0.0,7269,2.0,325.0,6.0,643 days 00:00:00.000000000,2015.0,14.99,2015-08-03,Puzzle,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.666666666667,0.615384615385
72,Adam's Venture: Origins,Adam's Venture: Origins,400360,Mostly Positive,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud",72.0,29.0,"Adventure, Indie","Indie, Adventure",0.0,0.0,6298,3.0,29.0,7.0,401 days 00:00:00.000000000,2016.0,39.99,2016-04-01,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1.0,10.3448275862
73,Advent Rising,Advent Rising,3800,Mostly Positive,"Single-player,Steam Trading Cards",77.0,197.0,"Action, Sci-fi, Story Rich, Third-Person Shooter, Singleplayer, Great Soundtrack",Action,0.0,0.0,4934,2.0,142.0,3.0,4289 days 00:00:00.000000000,2005.0,9.99,2005-08-09,"Story Rich, Third-Person Shooter, Singleplayer, Sci-fi, Great Soundtrack",0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0.166666666667,1.40845070423
74,Aerofly FS 2 Flight Simulator,Aerofly FS 2 Flight Simulator,434030,Mostly Positive,"Single-player,Partial Controller Support",75.0,535.0,"Early Access, Simulation, Flight, Indie, Realistic, Open World, VR","Indie, Early Access, Simulation",1.0,1.0,318,27.0,92.0,52.0,353 days 00:00:00.000000000,2016.0,49.99,2016-05-19,"Realistic, VR, Flight, Open World",1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0.428571428571,29.347826087
75,Afghanistan '11,Afghanistan '11,580710,Very Positive,"Single-player,Steam Achievements",83.0,73.0,"Strategy, Indie, Turn-Based Strategy, Turn-Based, Replay Value","Indie, Strategy",0.0,0.0,1582,35.0,250.0,38.0,45 days 00:00:00.000000000,2017.0,29.99,2017-03-23,"Replay Value, Turn-Based, Turn-Based Strategy",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.0,0.4,14.0
76,After the Empire,After the Empire,493220,Positive,"Single-player,Steam Achievements,Steam Leaderboards",86.0,23.0,"Simulation, Strategy, Indie","Indie, Simulation, Strategy",0.0,0.0,2616,2.0,40.0,3.0,37 days 00:00:00.000000000,2017.0,7.99,2017-03-31,,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,1.0,5.0
77,Agarest: Generations of War 2,Agarest: Generations of War 2,312790,,"Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud,Steam Leaderboards",62.0,144.0,"RPG, Anime, JRPG, Strategy, Adventure, Turn-Based, Strategy RPG, Fantasy, Nudity, Singleplayer, Tactical RPG","Adventure, RPG, Strategy",8.0,1.0,3833,1.0,376.0,5.0,808 days 00:00:00.000000000,2015.0,19.99,2015-02-19,"Singleplayer, Nudity, Strategy RPG, Fantasy, Anime, Tactical RPG, Turn-Based, JRPG",0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,11.0,0.272727272727,0.265957446809
78,Agatha Christie - The ABC Murders,Agatha Christie - The ABC Murders,374900,Mostly Positive,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards",73.0,231.0,"Adventure, Detective, Point & Click, Mystery, Singleplayer, Puzzle",Adventure,0.0,0.0,4484,15.0,222.0,23.0,458 days 00:00:00.000000000,2016.0,14.99,2016-02-04,"Detective, Mystery, Puzzle, Point & Click, Singleplayer",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0.166666666667,6.75675675676
79,Agatha Knife,Agatha Knife,618950,Positive,"Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud",100.0,14.0,"Adventure, Indie, Point & Click, Female Protagonist","Indie, Adventure",1.0,1.0,1044,4.0,20.0,11.0,10 days 00:00:00.000000000,2017.0,11.99,2017-04-27,"Point & Click, Female Protagonist",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.0,0.5,20.0
