"gender","country","state","self_employed","family_history","treatment","work_interfere","no_employees","remote_work","tech_company","benefits","care_options","wellness_program","seek_help","anonymity","leave","mental_health_consequence","phys_health_consequence","coworkers","supervisor","mental_health_interview","phys_health_interview","mental_vs_physical","obs_consequence","age"
"female","United States","NY","No","Yes","Yes","Sometimes","500-1000","No","Yes","Yes","No","No","No","Don't know","Don't know","Yes","Yes","Some of them","Some of them","No","No","Don't know","No",25
"male","United States","CA","No","No","No","Never","More than 1000","No","Yes","Yes","No","No","Yes","Don't know","Don't know","No","No","Some of them","Some of them","No","No","Don't know","No",31
"male","United States","MA","No","Yes","No","Rarely","6-25","No","Yes","Don't know","No","No","No","Don't know","Don't know","Maybe","No","Some of them","Yes","No","No","Don't know","No",26
"female","United States","WA","Yes","Yes","Yes","Sometimes","1-5","No","Yes","No","Yes","Yes","Yes","Yes","Very difficult","No","No","Some of them","Yes","No","Yes","Yes","No",33
"female","United Kingdom",NA,"Yes","Yes","No",NA,"1-5","Yes","Yes","No","Yes","No","No","Yes","Somewhat easy","No","No","Yes","Yes","No","Maybe","Yes","No",27
"male","United States","MN","No","No","No","Never","26-100","No","Yes","No","No","No","No","Don't know","Very easy","Maybe","No","Some of them","Some of them","No","Maybe","Don't know","No",34
"male","United States","CA","No","No","No",NA,"6-25","No","Yes","No","Yes","No","No","Don't know","Very difficult","Maybe","No","Yes","Yes","No","Maybe","No","No",42
"male","Ireland",NA,"Yes","Yes","No","Sometimes","1-5","No","Yes","No","No","No","No","Don't know","Very difficult","Yes","No","No","No","No","Maybe","No","No",23
"male","United Kingdom",NA,"No","No","No","Rarely","100-500","No","Yes","Don't know","Not sure","Yes","Don't know","Don't know","Very easy","Maybe","Maybe","Some of them","Some of them","No","Maybe","Don't know","No",24
"male","United Kingdom",NA,"No","No","Yes","Sometimes","More than 1000","No","Yes","Yes","Yes","Don't know","Don't know","Yes","Somewhat easy","No","No","Yes","Yes","No","No","Don't know","No",26
"male","United Kingdom",NA,"Yes","No","Yes","Often","6-25","No","Yes","Don't know","No","No","No","Don't know","Don't know","Maybe","No","Some of them","Yes","No","Maybe","Don't know","No",31
"male","India",NA,"No","No","Yes","Never","More than 1000","No","Yes","Don't know","Not sure","No","No","Don't know","Very difficult","Yes","Maybe","No","No","Maybe","Maybe","No","No",22
"female","United States","NC","No","No","No",NA,"6-25","No","Yes","Don't know","No","No","Don't know","Don't know","Don't know","Maybe","Maybe","Some of them","Yes","No","Maybe","Yes","No",23
"female","Canada",NA,"No","Yes","Yes","Sometimes","More than 1000","No","No","Yes","Yes","Yes","No","Don't know","Somewhat easy","No","No","Some of them","Yes","No","No","No","No",34
"male","United States","MO","No","No","No","Never","26-100","No","Yes","Don't know","Not sure","No","Don't know","Don't know","Don't know","Maybe","No","No","Some of them","No","Maybe","Don't know","No",31
"male","United Kingdom",NA,"No","No","No",NA,"100-500","No","No","No","Not sure","No","Yes","Yes","Somewhat easy","No","No","Some of them","Some of them","Maybe","Maybe","Yes","No",28
"female","United States","MA","No","No","Yes","Often","6-25","Yes","Yes","Yes","Not sure","Don't know","Don't know","Yes","Very easy","No","No","Yes","Yes","No","No","Yes","Yes",32
"female","United States","CA","No","No","Yes","Sometimes","1-5","No","Yes","Yes","No","No","No","Yes","Somewhat difficult","No","No","Yes","Yes","No","No","Yes","No",45
"male","United States","TX","No","No","No",NA,"6-25","Yes","Yes","Don't know","No","No","No","Don't know","Very easy","No","No","Yes","Yes","No","Maybe","Don't know","No",33
"male","Mexico",NA,"No","No","No","Never","6-25","Yes","Yes","No","No","No","No","No","Don't know","Maybe","Maybe","No","Yes","Maybe","Yes","No","No",29
"female","India",NA,"Yes","No","No","Sometimes","6-25","No","No","No","No","No","No","Don't know","Somewhat easy","Maybe","Maybe","Some of them","Some of them","No","No","Don't know","No",26
"female","United Kingdom",NA,"No","No","No","Never","26-100","No","Yes","Don't know","No","No","Don't know","Yes","Somewhat easy","No","No","Yes","Yes","Maybe","Maybe","Don't know","No",28
"male","United States","CA","No","No","Yes","Sometimes","More than 1000","No","Yes","Don't know","Not sure","Don't know","Don't know","Don't know","Don't know","Yes","Yes","Some of them","Some of them","No","No","Don't know","No",45
"male","United States","WA","No","Yes","Yes","Often","More than 1000","Yes","Yes","Yes","Not sure","No","Don't know","Don't know","Very difficult","Yes","Maybe","No","No","No","No","No","No",43
"male","United States","MA","No","No","No",NA,"500-1000","Yes","Yes","Yes","No","No","No","Don't know","Don't know","Yes","No","Some of them","No","Maybe","Yes","No","No",37
"male","United Kingdom",NA,"No","No","No","Sometimes","6-25","No","Yes","Don't know","No","No","Don't know","Don't know","Somewhat easy","Maybe","No","Some of them","Yes","Maybe","Yes","Yes","No",24
"male","France",NA,"No","No","No",NA,"6-25","Yes","Yes","No","Yes","No","No","Don't know","Somewhat easy","No","No","Some of them","No","No","Maybe","Yes","No",26
"male","United Kingdom",NA,"No","Yes","No",NA,"1-5","Yes","Yes","Don't know","No","No","No","Don't know","Don't know","No","No","Some of them","Yes","Maybe","Yes","Don't know","No",23
"female","United States","CA","No","Yes","Yes","Never","More than 1000","No","Yes","Yes","Not sure","Don't know","No","Yes","Somewhat easy","Maybe","No","No","No","No","No","Don't know","No",35
"female","South Africa",NA,"Yes","Yes","Yes","Often","1-5","Yes","Yes","No","Yes","No","No","Yes","Somewhat easy","Maybe","Maybe","Some of them","Some of them","No","Maybe","Don't know","Yes",38
"male","United States","MI","No","Yes","Yes","Sometimes","26-100","No","Yes","Yes","No","No","No","Don't know","Somewhat easy","Maybe","Maybe","Some of them","No","No","Maybe","No","No",28
"male","Russia",NA,"No","No","No","Sometimes","26-100","No","Yes","No","No","No","No","Don't know","Don't know","Yes","Maybe","No","No","No","Maybe","Don't know","No",28
"male","United States","CA","No","No","Yes","Rarely","6-25","No","Yes","No","No","No","No","Yes","Don't know","No","No","Some of them","Yes","No","No","Don't know","No",35
"female","Germany",NA,"No","No","No","Sometimes","100-500","No","Yes","No","No","No","No","Don't know","Very difficult","Yes","Yes","Some of them","No","No","No","No","Yes",32
"male","Italy",NA,"Yes","Yes","No","Never","6-25","No","Yes","No","No","No","No","Don't know","Somewhat easy","Maybe","Maybe","Some of them","Some of them","No","Maybe","Don't know","No",31
"female","United States","NY","No","No","No","Never","500-1000","Yes","Yes","Don't know","Not sure","No","No","Don't know","Don't know","Maybe","Maybe","Some of them","No","No","No","Don't know","No",35
"male","United States","CA","No","No","No","Rarely","More than 1000","No","Yes","Yes","No","No","No","Yes","Somewhat easy","No","No","Some of them","Yes","No","Maybe","No","No",26
"male","United States","TN","No","Yes","No",NA,"6-25","Yes","Yes","Yes","Yes","No","No","Don't know","Somewhat easy","Maybe","Maybe","Some of them","Some of them","No","Maybe","Yes","No",27
"male","United Kingdom",NA,"No","Yes","Yes","Sometimes","More than 1000","No","Yes","Don't know","No","No","No","Don't know","Don't know","Maybe","Maybe","Some of them","No","No","Maybe","Don't know","No",28
"female","United States","OR","No","Yes","Yes","Sometimes","26-100","No","Yes","Yes","No","No","No","Don't know","Very easy","No","No","Some of them","Some of them","No","No","Yes","No",27
"female","United States","MN","No","No","Yes","Sometimes","500-1000","No","No","Yes","Yes","Yes","Yes","Yes","Somewhat easy","Maybe","No","Some of them","Yes","No","No","Yes","No",34
"male","United States","FL","No","No","Yes","Often","6-25","Yes","Yes","No","Not sure","No","No","Don't know","Very difficult","Maybe","Maybe","Some of them","Some of them","Maybe","Maybe","Don't know","No",41
"male","Ireland",NA,"No","No","No","Sometimes","1-5","No","Yes","No","Yes","No","No","Don't know","Very difficult","Yes","No","No","No","No","Yes","Don't know","No",37
"male","Austria",NA,"No","Yes","No",NA,"100-500","Yes","Yes","Don't know","No","Don't know","Don't know","Don't know","Very easy","No","No","Yes","Yes","No","No","Yes","No",34
"male","United Kingdom",NA,"No","Yes","Yes","Sometimes","100-500","Yes","Yes","Don't know","Not sure","No","No","Don't know","Somewhat difficult","Yes","Maybe","No","No","No","No","No","Yes",32
"male","Canada",NA,"No","No","Yes","Sometimes","6-25","Yes","Yes","No","Yes","No","No","Don't know","Somewhat difficult","No","No","Some of them","Some of them","Maybe","Maybe","Yes","No",21
"male","United States","MA","No","No","Yes","Often","26-100","No","Yes","No","Yes","No","No","Yes","Somewhat easy","Maybe","No","Yes","Yes","No","Maybe","Don't know","No",30
"male","United States","KS","No","No","No","Never","26-100","No","Yes","Don't know","Not sure","No","Don't know","Don't know","Don't know","No","No","Some of them","Yes","No","No","Don't know","No",24
"male","Bulgaria",NA,"No","No","No",NA,"100-500","No","Yes","No","No","No","No","No","Very easy","Yes","Maybe","No","No","No","Maybe","Don't know","No",26
"female","United States","DC","No","No","No",NA,"26-100","No","Yes","Yes","Yes","Yes","Yes","Yes","Somewhat easy","No","No","Some of them","Yes","No","No","Yes","No",40
"male","United Kingdom",NA,"No","Yes","No","Sometimes","26-100","No","No","No","No","No","No","Don't know","Don't know","Yes","Maybe","Some of them","Yes","No","Maybe","Don't know","No",37
"male","United Kingdom",NA,"Yes","No","Yes","Often","1-5","Yes","Yes","No","No","No","No","Don't know","Don't know","Yes","No","No","No","No","Maybe","Don't know","No",26
"female","United States","TX","No","Yes","Yes","Sometimes","6-25","No","Yes","Don't know","No","No","No","No","Don't know","Yes","Maybe","Some of them","Some of them","No","Maybe","No","Yes",32
"female","United States","MA","No","No","Yes","Sometimes","100-500","No","No","Yes","Yes","Don't know","Don't know","Yes","Very easy","No","No","Yes","Yes","No","Yes","Yes","No",32
"female","United States","MI","Yes","Yes","Yes","Sometimes","1-5","Yes","Yes","No","No","Don't know","Don't know","Don't know","Very difficult","No","No","Some of them","No","No","No","Don't know","No",27
"male","Germany",NA,"Yes","No","Yes","Often","6-25","Yes","Yes","Yes","Yes","No","No","Yes","Very difficult","No","No","Some of them","Yes","Maybe","Yes","Yes","No",30
"male","Canada",NA,"Yes","No","No",NA,"6-25","No","Yes","Yes","Yes","No","Don't know","Yes","Very easy","No","No","Some of them","Some of them","No","No","Yes","No",31
"female","United States","NY","No","No","Yes","Never","500-1000","No","No","Yes","No","No","Don't know","Don't know","Somewhat difficult","Maybe","No","Some of them","No","No","No","Don't know","No",29
"male","United States","VA","No","No","No",NA,"26-100","No","Yes","Yes","Not sure","No","No","Don't know","Very easy","Yes","No","No","Some of them","No","No","Don't know","No",41
"female","United States","WA","No","No","No",NA,"6-25","No","Yes","Yes","No","No","No","Don't know","Somewhat easy","No","No","Yes","Yes","Maybe","Maybe","Yes","No",34
"male","United Kingdom",NA,"No","No","No",NA,"26-100","No","Yes","Don't know","No","No","No","Don't know","Don't know","No","No","Yes","Yes","Yes","Yes","Don't know","No",33
"male","United States","PA","No","No","No","Rarely","6-25","No","Yes","Don't know","No","No","No","Don't know","Don't know","No","No","Some of them","Some of them","No","Maybe","Don't know","No",28
"male","United States","MI","No","No","Yes","Sometimes","More than 1000","No","Yes","No","Yes","No","No","Yes","Very difficult","Yes","No","No","Some of them","No","No","No","No",28
"male","United States","PA","No","No","No","Never","26-100","No","Yes","Don't know","Not sure","Don't know","Don't know","Don't know","Don't know","No","No","No","Yes","No","Yes","Yes","No",23
"male","United States","OR","No","No","No",NA,"1-5","No","Yes","Don't know","No","Don't know","No","Yes","Very easy","No","No","Yes","Yes","Maybe","Yes","Yes","No",24
"male","United States","WA","No","No","No","Rarely","1-5","Yes","Yes","No","Yes","No","No","Don't know","Very difficult","No","No","Some of them","Yes","No","Maybe","Yes","No",32
"male","Australia",NA,"Yes","No","No","Sometimes","1-5","Yes","Yes","Don't know","Not sure","Yes","Yes","Don't know","Somewhat difficult","Yes","Yes","No","No","No","Maybe","Yes","No",34
"male","United States","PA","No","No","No","Never","6-25","No","Yes","Yes","Not sure","No","Don't know","Don't know","Very easy","Maybe","No","Some of them","No","Maybe","Maybe","Yes","No",24
"male","United Kingdom",NA,"Yes","No","Yes","Sometimes","1-5","No","Yes","No","Yes","No","No","Don't know","Don't know","Maybe","No","Some of them","Some of them","No","Maybe","Yes","No",26
"male","United States","OH","No","No","Yes","Sometimes","26-100","No","Yes","Yes","No","No","Yes","Don't know","Don't know","Maybe","No","Some of them","Some of them","No","Maybe","Don't know","Yes",36
"male","United States","TX","No","No","Yes","Rarely","500-1000","Yes","Yes","Yes","Yes","No","Don't know","Don't know","Don't know","Maybe","Maybe","Some of them","No","Maybe","Maybe","No","No",41
"male","United Kingdom",NA,"No","No","Yes","Sometimes","More than 1000","No","No","Don't know","Not sure","Don't know","Don't know","Don't know","Very difficult","Yes","No","No","No","No","Maybe","No","No",38
"male","United States","NH","No","No","No","Sometimes","26-100","Yes","Yes","Don't know","Not sure","No","Don't know","Don't know","Don't know","Maybe","Maybe","Some of them","Yes","No","Maybe","No","No",38
"male","Netherlands",NA,"No","No","No",NA,"26-100","No","Yes","Don't know","No","Don't know","Don't know","Yes","Somewhat easy","No","No","Some of them","Some of them","No","No","Yes","No",30
"male","United Kingdom",NA,"No","No","No","Never","26-100","No","Yes","No","No","No","No","Don't know","Somewhat difficult","Yes","Maybe","No","No","No","Maybe","No","No",25
"male","Canada",NA,"No","Yes","Yes","Often","26-100","No","Yes","Yes","Yes","No","Don't know","Don't know","Don't know","Maybe","No","Some of them","Some of them","No","Yes","Don't know","No",37
"male","United Kingdom",NA,"No","Yes","No",NA,"6-25","No","Yes","No","No","No","No","Yes","Somewhat difficult","No","No","Some of them","Yes","No","Yes","No","Yes",34
"female","United States","NC","No","Yes","Yes","Sometimes","More than 1000","No","No","Yes","Yes","Yes","Yes","Yes","Somewhat easy","No","No","Some of them","Some of them","No","Maybe","Yes","No",37
"female","Canada",NA,"No","Yes","Yes","Sometimes","6-25","No","No","Yes","Yes","Yes","Yes","Yes","Don't know","No","No","Some of them","Yes","No","No","No","Yes",28
"male","Sweden",NA,"No","No","No",NA,"6-25","No","Yes","Don't know","No","No","No","Don't know","Don't know","No","No","Some of them","Yes","Maybe","Maybe","No","No",22
"male","United States","FL","No","Yes","Yes","Sometimes","1-5","No","Yes","No","No","No","No","Don't know","Somewhat difficult","Maybe","No","Some of them","Some of them","No","Maybe","No","Yes",34
