entry_type,year,part_of_speech,word,month
new sub-entry,2014, adj.,unrented,December
new sub-entry,2014, adj.,unresearched,December
new sub-entry,2014, v.,unresemble,December
new sub-entry,2014, adj.,unresourceful,December
new sub-entry,2014, adj.1,unrested,December
new sub-entry,2014, adj.,unrestorable,December
new sub-entry,2014, adj.,unrestorative,December
new sub-entry,2014, v.,unretire,December
new sub-entry,2014, n.,unretirement,December
new sub-entry,2014, adj.2,unretorted,December
new sub-entry,2014, adj.,unretrieved,December
new sub-entry,2014, adj.,unrevisable,December
new sub-entry,2014, adj.,unrigorous,December
new sub-entry,2014, adj.3,unrinded,December
new sub-entry,2014, v.,unring,December
new sub-entry,2014, adj.2,unripped,December
new sub-entry,2014, adj.,unriveted,December
new sub-entry,2014, adj.,unriveting,December
new sub-entry,2014, n.,unroadworthiness,December
new sub-entry,2014, adj.,unrushed,December
new sub-entry,2014, adj.3,walled,December
new sub-entry,2014, int.,well said,December
new sub-entry,2014, adj.,well-administered,December
new sub-entry,2014, adj.,well-advanced,December
new sub-entry,2014, adj.,well-engineered,December
new sub-entry,2014, adj.,well-ground,December
new sub-entry,2014, adj.,well-iqueme,December
new sub-entry,2014, adj.,well-justified,December
new sub-entry,2014, adj.,well-observed,December
new sub-entry,2014, adj.,well-occupied,December
new sub-entry,2014, adj.,well-operated,December
new sub-entry,2014, adj.,well-paced,December
new sub-entry,2014, adj.,well-paying,December
new sub-entry,2014, adj.,well-populated,December
new sub-entry,2014, adj.,well-positioned,December
new sub-entry,2014, adj.,well-pressed,December
new sub-entry,2014, adj.,well-produced,December
new sub-entry,2014, adj.,well-provided-for,December
new sub-entry,2014, adj.,well-rewarded,December
new sub-entry,2014, adj.,well-sorted,December
new sub-entry,2014, adj.,well-supported,December
new sub-entry,2014, adj.,well-treated,December
new word sense,2014, n.,best ball,December
new word sense,2014, adv.,best off,December
new word sense,2014, n.2,Best,December
new word sense,2014, v.2,best,December
new word sense,2014, adj.,better-heeled,December
new word sense,2014, adj. and n.,better-paid,December
new word sense,2014, adv.,bitchingly,December
new word sense,2014, n.,efference,December
new word sense,2014, int.,gday,December
new word sense,2014, n.,good King Henry,December
new word sense,2014, n. and adj.,good news,December
new word sense,2014, n.,good-enough Morgan,December
new word sense,2014, n.,Goodpasture,December
new word sense,2014, adj.,remediated,December
new word sense,2014, adj.,resented,December
new word sense,2014, adj.,resounded,December
new word sense,2014, adj.2,rested,December
new word sense,2014, adj.,righted,December
new word sense,2014, adj.,seler,December
new word sense,2014, adj.,selest,December
new word sense,2014, adj.,unmacho,December
new word sense,2014, adj.,unmagnified,December
new word sense,2014, adj.,unmandated,December
new word sense,2014, adj.,unmanicured,December
new word sense,2014, adj.,unmappable,December
new word sense,2014, adj.,unmarketed,December
new word sense,2014, n.,unmarriage,December
new word sense,2014, v.,unmasculine,December
new word sense,2014, adj.2,unmasked,December
new word sense,2014, adj.1,unmasterly,December
new word sense,2014, adj.2,unmasterly,December
new word sense,2014, adj.,unmaterialistic,December
new word sense,2014, adj.,unmatronly,December
new word sense,2014, adj.,unmature,December
new word sense,2014, adj.,unmeaningful,December
new word sense,2014, adj.,unmedicated,December
new word sense,2014, adj.,unmelodramatic,December
new word sense,2014, adj.,unmenacing,December
new word sense,2014, adj.,unmeshed,December
new word sense,2014, adj.,unminced,December
new word sense,2014, adj.,unmocking,December
new word sense,2014, v.,unmonopolize,December
new word sense,2014, adj.,unmortgageable,December
new word sense,2014, adj.,unmotorable,December
new word sense,2014, adj.,unmuffled,December
new word sense,2014, adj.,unmufflered,December
new word sense,2014, v.,unmute,December
new word sense,2014, adj.,unmuted,December
new word sense,2014, adj.,unnaturalistic,December
new word sense,2014, adj.,unnecessar,December
new word sense,2014, adv.,unnecessarly,December
new word sense,2014, n.,unnerving,December
new word sense,2014, adj.2,unnested,December
new word sense,2014, adj.,unnocked,December
new word sense,2014, adj.,unnuanced,December
new word sense,2014, adj.,unoaked,December
new word sense,2014, n.,unobtainium,December
new word sense,2014, adj.,unornly,December
new word sense,2014, v.,unpadlock,December
new word entry,2017, n.,420,March
new word sense,2014, adj.,unpaginated,December
new word sense,2014, adj.,unparental,December
new word sense,2014, adj.,unparsable,December
new word sense,2014, adj.,unpartisan,December
new word sense,2014, adj.,unpaternal,December
new word sense,2014, adj.,unpatrolled,December
new word sense,2014, adj.,unpatronizing,December
new word sense,2014, adv.,unpatronizingly,December
new word sense,2014, v.,unpause,December
new word sense,2014, adj.,un-PC,December
new word sense,2014, adj.,unpeated,December
new word entry,2017, adv.,ab aeterno,March
new word entry,2017, adj.,abhorrable,March
new word entry,2017, n.,abhorration,March
new word entry,2017, n.,acte clair,March
new word entry,2017, n.,adventus Saxonum,March
new word entry,2017, n.,adventus,March
new word entry,2017, n. and adj.,African English,March
new word entry,2017, n.,al pastor,March
new word sense,2014, adj.,unpenalized,December
new word sense,2014, adj.,unpenetrative,December
new word sense,2014, adj.,unpianistic,December
new word sense,2014, adj.2,unpieced,December
new word sense,2014, adj.,unpiled,December
new word sense,2014, adj.2,unpitched,December
new word sense,2014, adj.,unpopped,December
new word sense,2014, adj.2,unposted,December
new word sense,2014, adj.,unpragmatic,December
new word sense,2014, adj.,unprecious,December
new word entry,2017, n.,Arnold Palmer,March
new word entry,2017, n.,autist,March
new word entry,2017, n.,brood patch,March
new word entry,2017, n.,bugaku,March
new word entry,2017, n.,bug-eyes,March
new word entry,2017, int.,bugger,March
new word entry,2017, n.,buggeranto,March
new word entry,2017, adj.,buggered-up,March
new word entry,2017, n.,buggering,March
new word entry,2017, v.,buggerlug,March
new word entry,2017, n.,buggerlugging,March
new word entry,2017, n.,buggerlugs,March
new word sense,2014, adj.,unpredicted,December
new word sense,2014, adj.,unprefixed,December
new word sense,2014, adj.,unpresidential,December
new word sense,2014, adj.,unpressured,December
new word sense,2014, adj.,unpriestlike,December
new word sense,2014, adv.,unproblematically,December
new word sense,2014, adj.,unprofessorial,December
new word sense,2014, n.,unprofitability,December
new word sense,2014, adj.,unproletarian,December
new word sense,2014, adj.,unprotectable,December
new word sense,2014, adj.,unprotested,December
new word sense,2014, v.,unpublish,December
new word sense,2014, adj.,unpunched,December
new word entry,2017, n.,bugle bead,March
new word entry,2017, adj.,bugless,March
new word entry,2017, n.,bug-out,March
new word entry,2017, adj.,bugs,March
new word entry,2017, n.,Canada Day,March
new word entry,2017, n.,Canadian English,March
new word entry,2017, n. and adj.,Canadian-American,March
new word entry,2017, adj.,Canadianizing,March
new word entry,2017, n.,Canadianizing,March
new word entry,2017, n.,Canadianness,March
new word sense,2014, adj.,unpushy,December
new word sense,2014, n.1,unqualification,December
new word sense,2014, adj.2,unqualifying,December
new word sense,2014, v.,unquibble,December
new word sense,2014, adj.,unquilted,December
new word sense,2014, adj.2,unraked,December
new word sense,2014, adj.2,unrationable,December
new word sense,2014, adj.,unreconstituted,December
new word entry,2017, n.,Canaiolo,March
new word entry,2017, adj.,Canajun,March
new word entry,2017, adj.,canalled | canaled,March
new word entry,2017, adj.,Can-Am,March
new word entry,2017, n.,Cananee,March
new word entry,2017, adj.,canarding,March
new word entry,2017, n.,canarding,March
new word entry,2017, n.,canaree,March
new word entry,2017, n.,canarium,March
new word entry,2017, n.,Canavalia,March
new word entry,2017, n.,canavalin,March
new word entry,2017, n.,canavanine,March
new word entry,2017, n.,casus omissus,March
new word sense,2014, adj.,unrecyclable,December
new word sense,2014, adj.,unredacted,December
new word sense,2014, adj.,unrefereed,December
new word sense,2014, adj.,unrefuelled | unrefueled,December
new word sense,2014, adj.,unrefundable,December
new word sense,2014, adj.,unrefunded,December
new word sense,2014, n.,unregarding,December
new word sense,2014, adj.,unregistrable,December
new word sense,2014, adj.,unrehabilitated,December
new word sense,2014, adj.,unreigning,December
new word sense,2014, adj.,unreimbursed,December
new word sense,2014, adj.,unreleasable,December
new word sense,2014, adj.,unrelinquishable,December
new word entry,2017, n.2,Chi,March
new word entry,2017, n.,chilaquiles,March
new word entry,2017, n.,chile con queso,March
new word entry,2017, n.,Chi-town,March
new word entry,2017, n.,comfort girl,March
new word entry,2017, n.,comfort woman,March
new word entry,2017, n.,eephus,March
new word entry,2017, adv. and adj.,erga omnes,March
new word entry,2017, n.,freak flag,March
new word entry,2017, adj.,functus officio,March
new word entry,2017, n.,garden apartment,March
new word entry,2017, n.,garden suite,March
new word sense,2014, adv.,unremarkably,December
new word sense,2014, adj.,unremarried,December
new word sense,2014, adj.,unremittable,December
new word sense,2014, adj.,unrented,December
new word sense,2014, adj.,unresearched,December
new word sense,2014, v.,unresemble,December
new word sense,2014, adj.,unresourceful,December
new word sense,2014, adj.1,unrested,December
new word sense,2014, adj.,unrestorable,December
new word sense,2014, adj.,unrestorative,December
new word entry,2017, n.,genericide,March
new word entry,2017, adj.,girthy,March
new word entry,2017, n.2,hat tip,March
new word entry,2017, n.,hatemonger,March
new word entry,2017, adj.,hatemongering,March
new word entry,2017, n.,hatemongering,March
new word entry,2017, adj.,hathly,March
new word entry,2017, adj.,hating,March
new word entry,2017, n.3,hatter,March
new word sense,2014, v.,unretire,December
new word sense,2014, n.,unretirement,December
new word sense,2014, adj.2,unretorted,December
new word sense,2014, adj.,unretrieved,December
new word sense,2014, adj.,unrevisable,December
new word sense,2014, adj.,unrigorous,December
new word sense,2014, adj.3,unrinded,December
new word sense,2014, v.,unring,December
new word sense,2014, adj.2,unripped,December
new word sense,2014, adj.,unriveted,December
new word sense,2014, adj.,unriveting,December
new word sense,2014, n.,unroadworthiness,December
new word sense,2014, adj.,unrushed,December
new word entry,2017, n.,heartthrobber,March
new word entry,2017, n.,heliopause,March
new word entry,2017, n.,heliosheath,March
new word entry,2017, n.,instrumentarium,March
new word entry,2017, n.,King Alfred,March
new word entry,2017, n.,kingie,March
new word entry,2017, n. and int.,Kings X,March
new word entry,2017, adj.,labradorescent,March
new word entry,2017, n. and adj.,labrid,March
new word entry,2017, adj.,labriform,March
new word entry,2017, n.2,labrum,March
new word entry,2017, n.2,Lac,March
new word entry,2017, adj. and n.,Lacanian,March
new word sense,2014, adj.3,walled,December
new word sense,2014, int.,well said,December
new word sense,2014, adj.,well-administered,December
new word sense,2014, adj.,well-advanced,December
new word sense,2014, adj.,well-engineered,December
new word sense,2014, adj.,well-ground,December
new word sense,2014, adj.,well-iqueme,December
new word sense,2014, adj.,well-justified,December
new word sense,2014, adj.,well-observed,December
new word sense,2014, adj.,well-occupied,December
new word sense,2014, adj.,well-operated,December
new word entry,2017, n.,Lacanianism,March
new word entry,2017, n.,laccy,March
new word entry,2017, n.,Lacerta,March
new word entry,2017, n.,Lacertilia,March
new word entry,2017, n.,lachryma,March
new word entry,2017, adj.,lachrymate,March
new word entry,2017, n.,lacinato,March
new word entry,2017, n.,lacky band,March
new word sense,2014, adj.,well-paced,December
new word sense,2014, adj.,well-paying,December
new word sense,2014, adj.,well-populated,December
new word sense,2014, adj.,well-positioned,December
new word sense,2014, adj.,well-pressed,December
new word sense,2014, adj.,well-produced,December
new word sense,2014, adj.,well-provided-for,December
new word sense,2014, adj.,well-rewarded,December
new word sense,2014, adj.,well-sorted,December
new word entry,2017, n.,Lactarius,March
new word entry,2017, n.,Linus blanket,March
new word entry,2017, n.,loogie,March
new word entry,2017, n.,Mary Sue,March
new word entry,2017, n.,Nowhereville,March
new word entry,2017, n.,pogonophobia,March
new word entry,2017, n.,queef,March
new word entry,2017, v.,queef,March
new word entry,2017, n.,queso,March
new word entry,2017, n.,screecham,March
new word entry,2017, adj.,screeded,March
new word entry,2017, n.,screenee,March
new word sense,2014, adj.,well-supported,December
new word sense,2014, adj.,well-treated,December
new word entry,2017, int. and n.2,scritch,March
new word entry,2017, v.2,scritch,March
new word entry,2017, int. and adj.,scritchy,March
new word entry,2017, n.,show bag,March
new word entry,2017, n.,show home,March
new word entry,2017, adj.,showboating,March
new word entry,2017, v.,showd,March
new word entry,2017, adj.,showful,March
new word entry,2017, n.,showgoer,March
new word entry,2017, n.,showreel,March
new word entry,2017, n.,showrooming,March
new word entry,2017, n.,showtime,March
new word entry,2017, v.,skitch,March
new word entry,2017, n.,sky lantern,March
new word entry,2017, n.,skydive,March
new word entry,2017, v.,skyline,March
new word entry,2017, n.,skyrmion,March
new word entry,2017, n. and adj.,South African English,March
new word entry,2017, n.,spooge,March
new word entry,2017, v.,spooge,March
new word entry,2017, n.,steding,March
new word entry,2017, n.,sticheron,March
new word entry,2017, adj.,stickable,March
new word entry,2017, n.,stick-to-itness,March
new word entry,2017, adj.,sticky-outy,March
new word entry,2017, n.,stuck-in-the-mud,March
new word entry,2017, n.,Stuckism,March
new word entry,2017, n.1,Terminalia,March
new word entry,2017, v.,termite,March
new word entry,2017, n.,termiting,March
new word entry,2017, n.,terra nullius,March
new word entry,2017, v.,throat sing,March
new word entry,2017, n.,throat singer,March
new word entry,2017, adj.,throbby,March
new word entry,2017, adj.,throddy,March
new word entry,2017, n.,ume,March
new word entry,2017, n.,umeboshi,March
new word entry,2017, n.,Zika,March
new word entry,2017, comb._form3,-kine,March
new sub-entry,2017, n.,420,March
new sub-entry,2017, adv.,ab aeterno,March
new sub-entry,2017, adj.,abhorrable,March
new sub-entry,2017, n.,abhorration,March
new sub-entry,2017, n.,acte clair,March
new sub-entry,2017, n.,adventus Saxonum,March
new sub-entry,2017, n.,adventus,March
new sub-entry,2017, n. and adj.,African English,March
new sub-entry,2017, n.,al pastor,March
new sub-entry,2017, n.,Arnold Palmer,March
new sub-entry,2017, n.,autist,March
new sub-entry,2017, n.,brood patch,March
new sub-entry,2017, n.,bugaku,March
new sub-entry,2017, n.,bug-eyes,March
new sub-entry,2017, int.,bugger,March
new sub-entry,2017, n.,buggeranto,March
new sub-entry,2017, adj.,buggered-up,March
new sub-entry,2017, n.,buggering,March
new sub-entry,2017, v.,buggerlug,March
new sub-entry,2017, n.,buggerlugging,March
new sub-entry,2017, n.,buggerlugs,March
new sub-entry,2017, n.,bugle bead,March
new sub-entry,2017, adj.,bugless,March
new sub-entry,2017, n.,bug-out,March
new sub-entry,2017, adj.,bugs,March
new sub-entry,2017, n.,Canada Day,March
new sub-entry,2017, n.,Canadian English,March
new sub-entry,2017, n. and adj.,Canadian-American,March
new sub-entry,2017, adj.,Canadianizing,March
new sub-entry,2017, n.,Canadianizing,March
new sub-entry,2017, n.,Canadianness,March
new sub-entry,2017, n.,Canaiolo,March
new sub-entry,2017, adj.,Canajun,March
new sub-entry,2017, adj.,canalled | canaled,March
new sub-entry,2017, adj.,Can-Am,March
new sub-entry,2017, n.,Cananee,March
new sub-entry,2017, adj.,canarding,March
new sub-entry,2017, n.,canarding,March
new sub-entry,2017, n.,canaree,March
new sub-entry,2017, n.,canarium,March
new sub-entry,2017, n.,Canavalia,March
new sub-entry,2017, n.,canavalin,March
new sub-entry,2017, n.,canavanine,March
new sub-entry,2017, n.,casus omissus,March
new sub-entry,2017, n.2,Chi,March
new sub-entry,2017, n.,chilaquiles,March
new sub-entry,2017, n.,chile con queso,March
new sub-entry,2017, n.,Chi-town,March
new sub-entry,2017, n.,comfort girl,March
new sub-entry,2017, n.,comfort woman,March
new sub-entry,2017, n.,eephus,March
new sub-entry,2017, adv. and adj.,erga omnes,March
new sub-entry,2017, n.,freak flag,March
new sub-entry,2017, adj.,functus officio,March
new sub-entry,2017, n.,garden apartment,March
new sub-entry,2017, n.,garden suite,March
new sub-entry,2017, n.,genericide,March
new sub-entry,2017, adj.,girthy,March
new sub-entry,2017, n.2,hat tip,March
new sub-entry,2017, n.,hatemonger,March
new sub-entry,2017, adj.,hatemongering,March
new sub-entry,2017, n.,hatemongering,March
new sub-entry,2017, adj.,hathly,March
new sub-entry,2017, adj.,hating,March
new sub-entry,2017, n.3,hatter,March
new sub-entry,2017, n.,heartthrobber,March
new sub-entry,2017, n.,heliopause,March
new sub-entry,2017, n.,heliosheath,March
new sub-entry,2017, n.,instrumentarium,March
new sub-entry,2017, n.,King Alfred,March
new sub-entry,2017, n.,kingie,March
new sub-entry,2017, n. and int.,Kings X,March
new sub-entry,2017, adj.,labradorescent,March
new sub-entry,2017, n. and adj.,labrid,March
new sub-entry,2017, adj.,labriform,March
new sub-entry,2017, n.2,labrum,March
new sub-entry,2017, n.2,Lac,March
new sub-entry,2017, adj. and n.,Lacanian,March
new sub-entry,2017, n.,Lacanianism,March
new sub-entry,2017, n.,laccy,March
new sub-entry,2017, n.,Lacerta,March
new sub-entry,2017, n.,Lacertilia,March
new sub-entry,2017, n.,lachryma,March
new sub-entry,2017, adj.,lachrymate,March
new sub-entry,2017, n.,lacinato,March
new sub-entry,2017, n.,lacky band,March
new sub-entry,2017, n.,Lactarius,March
new sub-entry,2017, n.,Linus blanket,March
new sub-entry,2017, n.,loogie,March
new sub-entry,2017, n.,Mary Sue,March
new sub-entry,2017, n.,Nowhereville,March
new sub-entry,2017, n.,pogonophobia,March
new sub-entry,2017, n.,queef,March
new sub-entry,2017, v.,queef,March
new sub-entry,2017, n.,queso,March
new sub-entry,2017, n.,screecham,March
new sub-entry,2017, adj.,screeded,March
new sub-entry,2017, n.,screenee,March
new sub-entry,2017, int. and n.2,scritch,March
new sub-entry,2017, v.2,scritch,March
new sub-entry,2017, int. and adj.,scritchy,March
new sub-entry,2017, n.,show bag,March
new sub-entry,2017, n.,show home,March
new sub-entry,2017, adj.,showboating,March
new sub-entry,2017, v.,showd,March
new sub-entry,2017, adj.,showful,March
new sub-entry,2017, n.,showgoer,March
new sub-entry,2017, n.,showreel,March
new sub-entry,2017, n.,showrooming,March
new sub-entry,2017, n.,showtime,March
new sub-entry,2017, v.,skitch,March
new sub-entry,2017, n.,sky lantern,March
new sub-entry,2017, n.,skydive,March
new sub-entry,2017, v.,skyline,March
new sub-entry,2017, n.,skyrmion,March
new sub-entry,2017, n. and adj.,South African English,March
new sub-entry,2017, n.,spooge,March
new sub-entry,2017, v.,spooge,March
new sub-entry,2017, n.,steding,March
new sub-entry,2017, n.,sticheron,March
new sub-entry,2017, adj.,stickable,March
new sub-entry,2017, n.,stick-to-itness,March
new sub-entry,2017, adj.,sticky-outy,March
new sub-entry,2017, n.,stuck-in-the-mud,March
new sub-entry,2017, n.,Stuckism,March
new sub-entry,2017, n.1,Terminalia,March
new sub-entry,2017, v.,termite,March
new sub-entry,2017, n.,termiting,March
new sub-entry,2017, n.,terra nullius,March
new sub-entry,2017, v.,throat sing,March
new sub-entry,2017, n.,throat singer,March
new sub-entry,2017, adj.,throbby,March
new sub-entry,2017, adj.,throddy,March
new sub-entry,2017, n.,ume,March
new sub-entry,2017, n.,umeboshi,March
new sub-entry,2017, n.,Zika,March
new sub-entry,2017, comb._form3,-kine,March
new word sense,2017, n.,420,March
new word sense,2017, adv.,ab aeterno,March
new word sense,2017, adj.,abhorrable,March
new word sense,2017, n.,abhorration,March
new word sense,2017, n.,acte clair,March
new word sense,2017, n.,adventus Saxonum,March
new word sense,2017, n.,adventus,March
new word sense,2017, n. and adj.,African English,March
new word sense,2017, n.,al pastor,March
new word sense,2017, n.,Arnold Palmer,March
new word sense,2017, n.,autist,March
new word sense,2017, n.,brood patch,March
new word sense,2017, n.,bugaku,March
new word sense,2017, n.,bug-eyes,March
new word sense,2017, int.,bugger,March
new word sense,2017, n.,buggeranto,March
new word sense,2017, adj.,buggered-up,March
new word sense,2017, n.,buggering,March
new word sense,2017, v.,buggerlug,March
new word sense,2017, n.,buggerlugging,March
new word sense,2017, n.,buggerlugs,March
new word sense,2017, n.,bugle bead,March
new word sense,2017, adj.,bugless,March
new word sense,2017, n.,bug-out,March
new word sense,2017, adj.,bugs,March
new word sense,2017, n.,Canada Day,March
new word sense,2017, n.,Canadian English,March
new word sense,2017, n. and adj.,Canadian-American,March
new word sense,2017, adj.,Canadianizing,March
new word sense,2017, n.,Canadianizing,March
new word sense,2017, n.,Canadianness,March
new word sense,2017, n.,Canaiolo,March
new word sense,2017, adj.,Canajun,March
new word sense,2017, adj.,canalled | canaled,March
new word sense,2017, adj.,Can-Am,March
new word sense,2017, n.,Cananee,March
new word sense,2017, adj.,canarding,March
new word sense,2017, n.,canarding,March
new word sense,2017, n.,canaree,March
new word sense,2017, n.,canarium,March
new word sense,2017, n.,Canavalia,March
new word sense,2017, n.,canavalin,March
new word sense,2017, n.,canavanine,March
new word sense,2017, n.,casus omissus,March
new word sense,2017, n.2,Chi,March
new word sense,2017, n.,chilaquiles,March
new word sense,2017, n.,chile con queso,March
new word sense,2017, n.,Chi-town,March
new word sense,2017, n.,comfort girl,March
new word sense,2017, n.,comfort woman,March
new word sense,2017, n.,eephus,March
new word sense,2017, adv. and adj.,erga omnes,March
new word sense,2017, n.,freak flag,March
new word sense,2017, adj.,functus officio,March
new word sense,2017, n.,garden apartment,March
new word sense,2017, n.,garden suite,March
new word sense,2017, n.,genericide,March
new word sense,2017, adj.,girthy,March
new word sense,2017, n.2,hat tip,March
new word sense,2017, n.,hatemonger,March
new word sense,2017, adj.,hatemongering,March
new word sense,2017, n.,hatemongering,March
new word sense,2017, adj.,hathly,March
new word sense,2017, adj.,hating,March
new word sense,2017, n.3,hatter,March
new word sense,2017, n.,heartthrobber,March
new word sense,2017, n.,heliopause,March
new word sense,2017, n.,heliosheath,March
new word sense,2017, n.,instrumentarium,March
new word sense,2017, n.,King Alfred,March
new word sense,2017, n.,kingie,March
new word sense,2017, n. and int.,Kings X,March
new word sense,2017, adj.,labradorescent,March
new word sense,2017, n. and adj.,labrid,March
new word sense,2017, adj.,labriform,March
new word sense,2017, n.2,labrum,March
new word sense,2017, n.2,Lac,March
new word sense,2017, adj. and n.,Lacanian,March
new word sense,2017, n.,Lacanianism,March
new word sense,2017, n.,laccy,March
new word sense,2017, n.,Lacerta,March
new word sense,2017, n.,Lacertilia,March
new word sense,2017, n.,lachryma,March
new word sense,2017, adj.,lachrymate,March
new word sense,2017, n.,lacinato,March
new word sense,2017, n.,lacky band,March
new word sense,2017, n.,Lactarius,March
new word sense,2017, n.,Linus blanket,March
new word sense,2017, n.,loogie,March
new word sense,2017, n.,Mary Sue,March
new word sense,2017, n.,Nowhereville,March
new word sense,2017, n.,pogonophobia,March
new word sense,2017, n.,queef,March
new word sense,2017, v.,queef,March
new word sense,2017, n.,queso,March
new word sense,2017, n.,screecham,March
new word sense,2017, adj.,screeded,March
new word sense,2017, n.,screenee,March
new word sense,2017, int. and n.2,scritch,March
new word sense,2017, v.2,scritch,March
new word sense,2017, int. and adj.,scritchy,March
new word sense,2017, n.,show bag,March
new word sense,2017, n.,show home,March
new word sense,2017, adj.,showboating,March
new word sense,2017, v.,showd,March
new word sense,2017, adj.,showful,March
new word sense,2017, n.,showgoer,March
new word sense,2017, n.,showreel,March
new word sense,2017, n.,showrooming,March
new word sense,2017, n.,showtime,March
new word sense,2017, v.,skitch,March
new word sense,2017, n.,sky lantern,March
new word sense,2017, n.,skydive,March
new word sense,2017, v.,skyline,March
new word sense,2017, n.,skyrmion,March
new word sense,2017, n. and adj.,South African English,March
new word sense,2017, n.,spooge,March
new word sense,2017, v.,spooge,March
new word sense,2017, n.,steding,March
new word sense,2017, n.,sticheron,March
new word sense,2017, adj.,stickable,March
new word sense,2017, n.,stick-to-itness,March
new word sense,2017, adj.,sticky-outy,March
new word sense,2017, n.,stuck-in-the-mud,March
new word sense,2017, n.,Stuckism,March
new word sense,2017, n.1,Terminalia,March
new word sense,2017, v.,termite,March
new word sense,2017, n.,termiting,March
new word sense,2017, n.,terra nullius,March
new word sense,2017, v.,throat sing,March
new word sense,2017, n.,throat singer,March
new word sense,2017, adj.,throbby,March
new word sense,2017, adj.,throddy,March
new word sense,2017, n.,ume,March
new word sense,2017, n.,umeboshi,March
new word sense,2017, n.,Zika,March
new word sense,2017, comb._form3,-kine,March
