Hourly Wages,1 Adult,1 Adult 1 Child,1 Adult 2 Children,1 Adult 3 Children,2 Adults (One Working),2 Adults (One Working) 1 Child,2 Adults (One Working) 2 Children,2 Adults (One Working) 3 Children,2 Adults,2 Adults 1 Child,2 Adults 2 Children,2 Adults 3 Children,FIPS Code,Location,year
Living Wage,$9.18,$19.11,$23.86,$29.95,$15.39,$18.79,$21.24,$23.36,$7.70,$10.75,$13.22,$15.52,05049,"Fulton County, Arkansas",2015
Living Wage,$9.46,$20.48,$25.24,$32.11,$16.41,$20.16,$22.62,$25.52,$8.20,$11.44,$13.91,$16.60,05051,"Garland County, Arkansas",2015
Living Wage,$9.12,$19.11,$23.86,$30.83,$15.79,$18.79,$21.24,$24.23,$7.89,$10.75,$13.22,$15.96,05053,"Grant County, Arkansas",2015
Living Wage,$8.94,$19.39,$24.14,$30.89,$15.61,$19.07,$21.52,$24.29,$7.81,$10.89,$13.36,$15.99,05055,"Greene County, Arkansas",2015
Living Wage,$9.35,$19.11,$23.86,$29.95,$15.68,$18.79,$21.24,$23.36,$7.84,$10.75,$13.22,$15.52,05057,"Hempstead County, Arkansas",2015
Living Wage,$9.46,$19.24,$24.00,$30.47,$15.90,$18.93,$21.38,$23.88,$7.95,$10.82,$13.29,$15.78,05059,"Hot Spring County, Arkansas",2015
Living Wage,$8.92,$19.11,$23.86,$30.22,$15.39,$18.79,$21.24,$23.62,$7.70,$10.75,$13.22,$15.65,05061,"Howard County, Arkansas",2015
Living Wage,$9.20,$19.15,$23.90,$30.08,$15.42,$18.83,$21.28,$23.49,$7.71,$10.77,$13.24,$15.59,05063,"Independence County, Arkansas",2015
Living Wage,$9.18,$19.11,$23.86,$29.95,$15.39,$18.79,$21.24,$23.36,$7.70,$10.75,$13.22,$15.52,05065,"Izard County, Arkansas",2015
Living Wage,$9.18,$19.11,$23.86,$30.83,$15.39,$18.79,$21.24,$24.23,$7.70,$10.75,$13.22,$15.96,05067,"Jackson County, Arkansas",2015
Living Wage,$9.05,$19.48,$24.23,$30.45,$15.72,$19.16,$21.62,$23.86,$7.86,$10.94,$13.41,$15.77,05069,"Jefferson County, Arkansas",2015
Living Wage,$9.28,$19.22,$23.97,$30.10,$15.49,$18.90,$21.35,$23.50,$7.75,$10.81,$13.28,$15.59,05071,"Johnson County, Arkansas",2015
Living Wage,$9.18,$19.11,$23.86,$30.83,$15.39,$18.79,$21.24,$24.23,$7.70,$10.75,$13.22,$15.96,05073,"Lafayette County, Arkansas",2015
Living Wage,$9.18,$19.11,$23.86,$30.28,$15.39,$18.79,$21.24,$23.69,$7.70,$10.75,$13.22,$15.68,05075,"Lawrence County, Arkansas",2015
Living Wage,$9.46,$19.24,$24.00,$30.27,$15.90,$18.93,$21.38,$23.67,$7.95,$10.82,$13.29,$15.68,05077,"Lee County, Arkansas",2015
Living Wage,$9.05,$19.48,$24.23,$30.45,$15.72,$19.16,$21.62,$23.86,$7.86,$10.94,$13.41,$15.77,05079,"Lincoln County, Arkansas",2015
Living Wage,$9.10,$19.11,$23.86,$29.95,$15.39,$18.79,$21.24,$23.36,$7.70,$10.75,$13.22,$15.52,05081,"Little River County, Arkansas",2015
Living Wage,$8.64,$19.11,$23.86,$29.95,$15.39,$18.79,$21.24,$23.36,$7.70,$10.75,$13.22,$15.52,05083,"Logan County, Arkansas",2015
Living Wage,$9.87,$20.15,$24.90,$31.99,$16.61,$19.83,$22.29,$25.40,$8.30,$11.27,$13.74,$16.54,05085,"Lonoke County, Arkansas",2015
Living Wage,$9.57,$19.99,$24.74,$32.12,$16.22,$19.67,$22.12,$25.53,$8.11,$11.19,$13.66,$16.60,05087,"Madison County, Arkansas",2015
Living Wage,$9.18,$19.11,$23.86,$29.95,$15.39,$18.79,$21.24,$23.36,$7.70,$10.75,$13.22,$15.52,05089,"Marion County, Arkansas",2015
Living Wage,$9.50,$20.28,$25.03,$31.42,$16.63,$19.96,$22.42,$24.83,$8.31,$11.34,$13.81,$16.25,05091,"Miller County, Arkansas",2015
Living Wage,$8.84,$19.24,$24.00,$30.46,$15.49,$18.93,$21.38,$23.86,$7.74,$10.82,$13.29,$15.77,05093,"Mississippi County, Arkansas",2015
Living Wage,$9.18,$19.11,$23.86,$30.39,$15.39,$18.79,$21.24,$23.80,$7.70,$10.75,$13.22,$15.74,05095,"Monroe County, Arkansas",2015
Living Wage,$9.18,$19.11,$23.86,$29.95,$15.39,$18.79,$21.24,$23.36,$7.70,$10.75,$13.22,$15.52,05097,"Montgomery County, Arkansas",2015
Living Wage,$9.18,$19.11,$23.86,$30.13,$15.39,$18.79,$21.24,$23.54,$7.70,$10.75,$13.22,$15.61,05099,"Nevada County, Arkansas",2015
Living Wage,$9.18,$19.11,$23.86,$29.95,$15.39,$18.79,$21.24,$23.36,$7.70,$10.75,$13.22,$15.52,05101,"Newton County, Arkansas",2015
Living Wage,$9.31,$19.11,$23.86,$30.12,$15.52,$18.79,$21.24,$23.52,$7.76,$10.75,$13.22,$15.60,05103,"Ouachita County, Arkansas",2015
Living Wage,$9.87,$20.15,$24.90,$31.99,$16.61,$19.83,$22.29,$25.40,$8.30,$11.27,$13.74,$16.54,05105,"Perry County, Arkansas",2015
Living Wage,$9.18,$19.11,$23.86,$30.83,$15.39,$18.79,$21.24,$24.23,$7.70,$10.75,$13.22,$15.96,05107,"Phillips County, Arkansas",2015
Living Wage,$9.27,$19.11,$23.86,$29.95,$15.48,$18.79,$21.24,$23.36,$7.74,$10.75,$13.22,$15.52,05109,"Pike County, Arkansas",2015
Living Wage,$8.77,$19.11,$23.86,$30.80,$15.48,$18.79,$21.24,$24.20,$7.74,$10.75,$13.22,$15.94,05111,"Poinsett County, Arkansas",2015
Living Wage,$9.30,$19.11,$23.86,$30.31,$15.51,$18.79,$21.24,$23.72,$7.76,$10.75,$13.22,$15.70,05113,"Polk County, Arkansas",2015
Living Wage,$9.35,$19.30,$24.06,$30.68,$15.57,$18.98,$21.44,$24.08,$7.78,$10.85,$13.32,$15.88,05115,"Pope County, Arkansas",2015
Living Wage,$9.35,$19.11,$23.86,$30.83,$15.79,$18.79,$21.24,$24.23,$7.89,$10.75,$13.22,$15.96,05117,"Prairie County, Arkansas",2015
Living Wage,$9.87,$20.15,$24.90,$31.99,$16.61,$19.83,$22.29,$25.40,$8.30,$11.27,$13.74,$16.54,05119,"Pulaski County, Arkansas",2015
Living Wage,$9.18,$19.11,$23.86,$30.07,$15.39,$18.79,$21.24,$23.48,$7.70,$10.75,$13.22,$15.58,05121,"Randolph County, Arkansas",2015
Living Wage,$9.87,$20.15,$24.90,$31.99,$16.61,$19.83,$22.29,$25.40,$8.30,$11.27,$13.74,$16.54,05125,"Saline County, Arkansas",2015
Living Wage,$9.18,$19.11,$23.86,$29.95,$15.39,$18.79,$21.24,$23.36,$7.70,$10.75,$13.22,$15.52,05127,"Scott County, Arkansas",2015
Living Wage,$9.18,$19.11,$23.86,$29.95,$15.39,$18.79,$21.24,$23.36,$7.70,$10.75,$13.22,$15.52,05129,"Searcy County, Arkansas",2015
Living Wage,$9.54,$19.46,$24.21,$30.76,$15.75,$19.14,$21.60,$24.16,$7.87,$10.93,$13.40,$15.92,05131,"Sebastian County, Arkansas",2015
Living Wage,$9.35,$19.11,$23.86,$30.10,$15.59,$18.79,$21.24,$23.51,$7.80,$10.75,$13.22,$15.60,05133,"Sevier County, Arkansas",2015
Living Wage,$9.18,$19.11,$23.86,$30.22,$15.39,$18.79,$21.24,$23.63,$7.70,$10.75,$13.22,$15.66,05135,"Sharp County, Arkansas",2015
Living Wage,$9.46,$19.11,$23.86,$30.52,$15.79,$18.79,$21.24,$23.92,$7.89,$10.75,$13.22,$15.80,05123,"St. Francis County, Arkansas",2015
Living Wage,$9.18,$19.11,$23.86,$30.10,$15.39,$18.79,$21.24,$23.51,$7.70,$10.75,$13.22,$15.60,05137,"Stone County, Arkansas",2015
Living Wage,$9.54,$19.61,$24.36,$30.58,$15.76,$19.29,$21.75,$23.99,$7.88,$11.00,$13.47,$15.83,05139,"Union County, Arkansas",2015
Living Wage,$9.35,$19.11,$23.86,$30.05,$15.79,$18.79,$21.24,$23.45,$7.89,$10.75,$13.22,$15.57,05141,"Van Buren County, Arkansas",2015
Living Wage,$9.57,$19.99,$24.74,$32.12,$16.22,$19.67,$22.12,$25.53,$8.11,$11.19,$13.66,$16.60,05143,"Washington County, Arkansas",2015
Living Wage,$9.33,$19.32,$24.08,$31.14,$15.55,$19.00,$21.46,$24.55,$7.77,$10.86,$13.33,$16.11,05145,"White County, Arkansas",2015
Living Wage,$9.18,$19.11,$23.86,$30.83,$15.39,$18.79,$21.24,$24.23,$7.70,$10.75,$13.22,$15.96,05147,"Woodruff County, Arkansas",2015
Living Wage,$9.18,$19.11,$23.86,$30.83,$15.39,$18.79,$21.24,$24.23,$7.70,$10.75,$13.22,$15.96,05149,"Yell County, Arkansas",2015
Living Wage,$9.56,$19.95,$24.70,$32.07,$16.18,$19.63,$22.09,$25.47,$7.88,$11.17,$13.64,$16.58,22220,"Fayetteville-Springdale-Rogers, AR",2015
Living Wage,$9.54,$19.44,$24.19,$30.72,$15.76,$19.12,$21.58,$24.13,$7.87,$10.92,$13.39,$15.90,22900,"Fort Smith, AR",2015
Living Wage,$9.46,$20.48,$25.24,$32.11,$16.41,$20.16,$22.62,$25.52,$7.83,$11.44,$13.91,$16.60,26300,"Hot Springs, AR",2015
Living Wage,$8.84,$19.33,$24.08,$30.92,$15.80,$19.01,$21.46,$24.32,$7.52,$10.86,$13.33,$16.00,27860,"Jonesboro, AR",2015
Living Wage,$9.86,$20.12,$24.88,$31.97,$16.59,$19.80,$22.26,$25.37,$8.02,$11.26,$13.73,$16.53,30780,"Little Rock-North Little Rock-Conway, AR",2015
Living Wage,$9.05,$19.48,$24.23,$30.45,$15.72,$19.16,$21.62,$23.86,$7.62,$10.94,$13.41,$15.77,38220,"Pine Bluff, AR",2015
Living Wage,$12.62,$26.83,$30.90,$39.16,$20.40,$25.25,$27.88,$33.09,$10.20,$14.74,$16.85,$20.24,06,California,2015
Living Wage,$13.38,$28.10,$32.17,$40.91,$21.54,$26.53,$29.15,$34.84,$10.77,$15.38,$17.48,$21.11,06001,"Alameda County, California",2015
Living Wage,$10.49,$23.10,$27.17,$33.13,$17.27,$21.53,$24.15,$27.06,$8.64,$12.88,$14.98,$17.22,06003,"Alpine County, California",2015
Living Wage,$10.44,$24.20,$28.26,$35.01,$18.08,$22.62,$25.24,$28.94,$9.04,$13.43,$15.53,$18.16,06005,"Amador County, California",2015
Living Wage,$10.04,$23.44,$27.51,$34.58,$17.63,$21.86,$24.49,$28.51,$8.81,$13.05,$15.15,$17.95,06007,"Butte County, California",2015
Living Wage,$10.79,$23.52,$27.58,$34.96,$17.88,$21.94,$24.57,$28.89,$8.94,$13.09,$15.19,$18.14,06009,"Calaveras County, California",2015
Living Wage,$10.32,$22.82,$26.89,$33.93,$17.06,$21.24,$23.87,$27.86,$8.53,$12.74,$14.84,$17.62,06011,"Colusa County, California",2015
Living Wage,$13.38,$28.10,$32.17,$40.91,$21.54,$26.53,$29.15,$34.84,$10.77,$15.38,$17.48,$21.11,06013,"Contra Costa County, California",2015
Living Wage,$10.61,$23.21,$27.28,$34.50,$17.35,$21.64,$24.26,$28.43,$8.67,$12.93,$15.04,$17.91,06015,"Del Norte County, California",2015
Living Wage,$11.02,$24.37,$28.43,$36.20,$18.58,$22.79,$25.41,$30.13,$9.29,$13.51,$15.62,$18.76,06017,"El Dorado County, California",2015
Living Wage,$10.84,$23.33,$27.39,$34.30,$17.73,$21.75,$24.38,$28.23,$8.87,$12.99,$15.10,$17.81,06019,"Fresno County, California",2015
Living Wage,$10.32,$22.84,$26.90,$33.79,$17.07,$21.26,$23.88,$27.72,$8.53,$12.74,$14.85,$17.55,06021,"Glenn County, California",2015
Living Wage,$10.72,$23.85,$27.92,$35.45,$17.84,$22.27,$24.90,$29.38,$8.92,$13.25,$15.36,$18.38,06023,"Humboldt County, California",2015
Living Wage,$9.71,$22.65,$26.71,$33.67,$17.10,$21.07,$23.69,$27.60,$8.55,$12.65,$14.76,$17.49,06025,"Imperial County, California",2015
Living Wage,$11.35,$23.64,$27.71,$35.14,$18.27,$22.07,$24.69,$29.07,$9.13,$13.15,$15.25,$18.23,06027,"Inyo County, California",2015
Living Wage,$10.72,$23.19,$27.26,$34.44,$17.47,$21.62,$24.24,$28.37,$8.74,$12.92,$15.03,$17.88,06029,"Kern County, California",2015
Living Wage,$9.89,$23.03,$27.09,$33.96,$17.21,$21.45,$24.08,$27.89,$8.61,$12.84,$14.95,$17.64,06031,"Kings County, California",2015
Living Wage,$10.69,$23.33,$27.39,$34.68,$17.43,$21.75,$24.38,$28.61,$8.72,$12.99,$15.10,$18.00,06033,"Lake County, California",2015
Living Wage,$10.82,$23.79,$27.86,$34.91,$17.78,$22.22,$24.84,$28.84,$8.89,$13.22,$15.33,$18.11,06035,"Lassen County, California",2015
Living Wage,$12.56,$27.05,$31.12,$39.04,$20.52,$25.48,$28.10,$32.97,$10.26,$14.85,$16.96,$20.18,06037,"Los Angeles County, California",2015
Living Wage,$10.83,$23.51,$27.58,$34.83,$17.57,$21.94,$24.56,$28.76,$8.79,$13.08,$15.19,$18.07,06039,"Madera County, California",2015
Living Wage,$14.80,$31.21,$35.28,$44.74,$23.99,$29.63,$32.26,$38.67,$11.99,$16.93,$19.04,$23.03,06041,"Marin County, California",2015
Living Wage,$10.59,$23.25,$27.31,$33.30,$17.38,$21.67,$24.29,$27.23,$8.69,$12.95,$15.06,$17.31,06043,"Mariposa County, California",2015
Living Wage,$11.90,$25.25,$29.31,$36.78,$18.99,$23.67,$26.29,$30.71,$9.50,$13.95,$16.06,$19.05,06045,"Mendocino County, California",2015
Living Wage,$9.86,$22.72,$26.78,$33.77,$17.09,$21.14,$23.76,$27.70,$8.54,$12.69,$14.79,$17.55,06047,"Merced County, California",2015
Living Wage,$9.66,$21.96,$26.03,$32.66,$16.86,$20.38,$23.01,$26.59,$8.43,$12.31,$14.41,$16.99,06049,"Modoc County, California",2015
Living Wage,$12.10,$25.21,$29.27,$35.75,$19.60,$23.63,$26.25,$29.68,$9.80,$13.93,$16.04,$18.53,06051,"Mono County, California",2015
Living Wage,$12.34,$25.88,$29.94,$38.31,$19.76,$24.30,$26.93,$32.24,$9.88,$14.27,$16.37,$19.81,06053,"Monterey County, California",2015
Living Wage,$12.49,$27.63,$31.70,$40.56,$20.70,$26.06,$28.68,$34.49,$10.35,$15.14,$17.25,$20.94,06055,"Napa County, California",2015
Living Wage,$13.23,$26.60,$30.67,$39.50,$20.00,$25.03,$27.65,$33.43,$10.00,$14.63,$16.73,$20.41,06057,"Nevada County, California",2015
Living Wage,$13.89,$28.25,$32.32,$41.15,$21.69,$26.68,$29.30,$35.08,$10.85,$15.45,$17.56,$21.23,06059,"Orange County, California",2015
Living Wage,$11.02,$24.37,$28.43,$36.20,$18.58,$22.79,$25.41,$30.13,$9.29,$13.51,$15.62,$18.76,06061,"Placer County, California",2015
Living Wage,$9.95,$23.38,$27.45,$33.47,$17.47,$21.81,$24.43,$27.40,$8.74,$13.02,$15.12,$17.40,06063,"Plumas County, California",2015
Living Wage,$11.75,$25.29,$29.35,$37.10,$19.25,$23.71,$26.33,$31.03,$9.62,$13.97,$16.08,$19.21,06065,"Riverside County, California",2015
Living Wage,$11.02,$24.37,$28.43,$36.20,$18.58,$22.79,$25.41,$30.13,$9.29,$13.51,$15.62,$18.76,06067,"Sacramento County, California",2015
Living Wage,$11.57,$26.11,$30.17,$38.77,$19.49,$24.53,$27.15,$32.70,$9.74,$14.38,$16.49,$20.05,06069,"San Benito County, California",2015
Living Wage,$11.75,$25.29,$29.35,$37.10,$19.25,$23.71,$26.33,$31.03,$9.62,$13.97,$16.08,$19.21,06071,"San Bernardino County, California",2015
Living Wage,$12.89,$26.83,$30.90,$39.66,$20.24,$25.25,$27.88,$33.59,$10.12,$14.74,$16.85,$20.49,06073,"San Diego County, California",2015
Living Wage,$14.80,$31.21,$35.28,$44.74,$23.99,$29.63,$32.26,$38.67,$11.99,$16.93,$19.04,$23.03,06075,"San Francisco County, California",2015
Living Wage,$10.55,$23.94,$28.00,$35.57,$18.03,$22.36,$24.98,$29.50,$9.01,$13.30,$15.40,$18.44,06077,"San Joaquin County, California",2015
Living Wage,$12.33,$26.30,$30.37,$39.06,$19.94,$24.73,$27.35,$32.99,$9.97,$14.48,$16.58,$20.19,06079,"San Luis Obispo County, California",2015
Living Wage,$14.80,$31.21,$35.28,$44.74,$23.99,$29.63,$32.26,$38.67,$11.99,$16.93,$19.04,$23.03,06081,"San Mateo County, California",2015
Living Wage,$13.52,$27.29,$31.35,$39.20,$21.27,$25.71,$28.33,$33.13,$10.63,$14.97,$17.08,$20.26,06083,"Santa Barbara County, California",2015
Living Wage,$14.52,$29.56,$33.63,$43.11,$22.58,$27.99,$30.61,$37.04,$11.29,$16.11,$18.21,$22.22,06085,"Santa Clara County, California",2015
Living Wage,$13.60,$29.22,$33.28,$41.24,$21.79,$27.64,$30.26,$35.17,$10.89,$15.94,$18.04,$21.28,06087,"Santa Cruz County, California",2015
Living Wage,$11.19,$23.68,$27.75,$35.20,$18.03,$22.11,$24.73,$29.13,$9.02,$13.17,$15.27,$18.26,06089,"Shasta County, California",2015
Living Wage,$11.54,$24.55,$28.61,$36.48,$18.34,$22.97,$25.60,$30.41,$9.17,$13.60,$15.71,$18.90,06091,"Sierra County, California",2015
Living Wage,$10.01,$22.95,$27.01,$34.03,$17.38,$21.37,$23.99,$27.96,$8.69,$12.80,$14.91,$17.68,06093,"Siskiyou County, California",2015
Living Wage,$11.60,$25.64,$29.70,$38.08,$19.61,$24.06,$26.68,$32.01,$9.81,$14.15,$16.25,$19.70,06095,"Solano County, California",2015
Living Wage,$12.46,$26.70,$30.76,$39.65,$20.15,$25.12,$27.75,$33.58,$10.08,$14.68,$16.78,$20.48,06097,"Sonoma County, California",2015
Living Wage,$10.41,$23.79,$27.85,$35.35,$18.02,$22.21,$24.83,$29.28,$9.01,$13.22,$15.33,$18.33,06099,"Stanislaus County, California",2015
Living Wage,$10.20,$23.31,$27.37,$34.49,$17.66,$21.73,$24.36,$28.42,$8.83,$12.98,$15.09,$17.90,06101,"Sutter County, California",2015
Living Wage,$9.65,$22.89,$26.95,$33.70,$17.11,$21.31,$23.93,$27.63,$8.55,$12.77,$14.88,$17.51,06103,"Tehama County, California",2015
Living Wage,$10.20,$22.60,$26.66,$33.60,$16.94,$21.02,$23.65,$27.53,$8.47,$12.63,$14.73,$17.46,06105,"Trinity County, California",2015
Living Wage,$10.37,$22.80,$26.86,$33.89,$17.19,$21.22,$23.84,$27.82,$8.59,$12.72,$14.83,$17.60,06107,"Tulare County, California",2015
Living Wage,$10.39,$23.98,$28.04,$35.63,$17.92,$22.40,$25.02,$29.56,$8.96,$13.31,$15.42,$18.47,06109,"Tuolumne County, California",2015
Living Wage,$12.93,$27.91,$31.97,$40.49,$20.88,$26.33,$28.95,$34.42,$10.44,$15.28,$17.39,$20.90,06111,"Ventura County, California",2015
Living Wage,$11.54,$24.97,$29.04,$37.10,$18.66,$23.40,$26.02,$31.03,$9.33,$13.81,$15.92,$19.21,06113,"Yolo County, California",2015
Living Wage,$10.20,$23.31,$27.37,$34.49,$17.66,$21.73,$24.36,$28.42,$8.83,$12.98,$15.09,$17.90,06115,"Yuba County, California",2015
Living Wage,$10.72,$23.19,$27.26,$34.44,$17.47,$21.62,$24.24,$28.37,$8.72,$12.92,$15.03,$17.88,12540,"Bakersfield, CA",2015
Living Wage,$10.04,$23.44,$27.51,$34.58,$17.63,$21.86,$24.49,$28.51,$8.38,$13.05,$15.15,$17.95,17020,"Chico, CA",2015
Living Wage,$9.71,$22.65,$26.71,$33.67,$17.10,$21.07,$23.69,$27.60,$8.22,$12.65,$14.76,$17.49,20940,"El Centro, CA",2015
Living Wage,$10.84,$23.33,$27.39,$34.30,$17.73,$21.75,$24.38,$28.23,$8.78,$12.99,$15.10,$17.81,23420,"Fresno, CA",2015
Living Wage,$9.89,$23.03,$27.09,$33.96,$17.21,$21.45,$24.08,$27.89,$8.31,$12.84,$14.95,$17.64,25260,"Hanford-Corcoran, CA",2015
Living Wage,$12.88,$27.34,$31.40,$39.54,$20.79,$25.76,$28.38,$33.47,$9.80,$14.99,$17.10,$20.43,31080,"Los Angeles-Long Beach-Anaheim, CA",2015
Living Wage,$10.83,$23.51,$27.58,$34.83,$17.57,$21.94,$24.56,$28.76,$8.77,$13.08,$15.19,$18.07,31460,"Madera, CA",2015
Living Wage,$9.86,$22.72,$26.78,$33.77,$17.09,$21.14,$23.76,$27.70,$8.29,$12.69,$14.79,$17.55,32900,"Merced, CA",2015
Living Wage,$10.41,$23.79,$27.85,$35.35,$18.02,$22.21,$24.83,$29.28,$8.56,$13.22,$15.33,$18.33,33700,"Modesto, CA",2015
Living Wage,$12.49,$27.63,$31.70,$40.56,$20.70,$26.06,$28.68,$34.49,$9.60,$15.14,$17.25,$20.94,34900,"Napa, CA",2015
Living Wage,$12.93,$27.91,$31.97,$40.49,$20.88,$26.33,$28.95,$34.42,$9.82,$15.28,$17.39,$20.90,37100,"Oxnard-Thousand Oaks-Ventura, CA",2015
Living Wage,$11.19,$23.68,$27.75,$35.20,$18.03,$22.11,$24.73,$29.13,$8.95,$13.17,$15.27,$18.26,39820,"Redding, CA",2015
Living Wage,$11.75,$25.29,$29.35,$37.10,$19.25,$23.71,$26.33,$31.03,$9.23,$13.97,$16.08,$19.21,40140,"Riverside-San Bernardino-Ontario, CA",2015
Living Wage,$11.07,$24.42,$28.49,$36.29,$18.59,$22.85,$25.47,$30.22,$8.89,$13.54,$15.64,$18.80,40900,"Sacramento--Roseville--Arden-Arcade, CA",2015
Living Wage,$12.34,$25.88,$29.94,$38.31,$19.76,$24.30,$26.93,$32.24,$9.53,$14.27,$16.37,$19.81,41500,"Salinas, CA",2015
Living Wage,$12.89,$26.83,$30.90,$39.66,$20.24,$25.25,$27.88,$33.59,$9.81,$14.74,$16.85,$20.49,41740,"San Diego-Carlsbad, CA",2015
Living Wage,$13.96,$29.37,$33.44,$42.48,$22.54,$27.80,$30.42,$36.41,$10.34,$16.01,$18.12,$21.90,41860,"San Francisco-Oakland-Hayward, CA",2015
Living Wage,$14.43,$29.46,$33.52,$42.98,$22.48,$27.88,$30.51,$36.91,$10.57,$16.06,$18.16,$22.15,41940,"San Jose-Sunnyvale-Santa Clara, CA",2015
Living Wage,$12.33,$26.30,$30.37,$39.06,$19.94,$24.73,$27.35,$32.99,$9.52,$14.48,$16.58,$20.19,42020,"San Luis Obispo-Paso Robles-Arroyo Grande, CA",2015
Living Wage,$13.60,$29.22,$33.28,$41.24,$21.79,$27.64,$30.26,$35.17,$10.16,$15.94,$18.04,$21.28,42100,"Santa Cruz-Watsonville, CA",2015
Living Wage,$13.52,$27.29,$31.35,$39.20,$21.27,$25.71,$28.33,$33.13,$10.12,$14.97,$17.08,$20.26,42200,"Santa Maria-Santa Barbara, CA",2015
Living Wage,$12.46,$26.70,$30.76,$39.65,$20.15,$25.12,$27.75,$33.58,$9.59,$14.68,$16.78,$20.48,42220,"Santa Rosa, CA",2015
Living Wage,$10.55,$23.94,$28.00,$35.57,$18.03,$22.36,$24.98,$29.50,$8.64,$13.30,$15.40,$18.44,44700,"Stockton-Lodi, CA",2015
Living Wage,$11.60,$25.64,$29.70,$38.08,$19.61,$24.06,$26.68,$32.01,$9.16,$14.15,$16.25,$19.70,46700,"Vallejo-Fairfield, CA",2015
Living Wage,$10.37,$22.80,$26.86,$33.89,$17.19,$21.22,$23.84,$27.82,$8.54,$12.72,$14.83,$17.60,47300,"Visalia-Porterville, CA",2015
Living Wage,$10.20,$23.31,$27.37,$34.49,$17.66,$21.73,$24.36,$28.42,$8.46,$12.98,$15.09,$17.90,49700,"Yuba City, CA",2015
Living Wage,$11.33,$24.97,$29.80,$38.15,$18.66,$22.90,$25.45,$29.96,$9.33,$13.77,$16.25,$19.71,08,Colorado,2015
Living Wage,$11.61,$25.61,$30.44,$39.18,$19.12,$23.54,$26.09,$30.99,$9.56,$14.09,$16.57,$20.22,08001,"Adams County, Colorado",2015
Living Wage,$10.33,$22.33,$27.17,$33.44,$16.88,$20.26,$22.81,$25.25,$8.44,$12.45,$14.93,$17.35,08003,"Alamosa County, Colorado",2015
Living Wage,$11.61,$25.61,$30.44,$39.18,$19.12,$23.54,$26.09,$30.99,$9.56,$14.09,$16.57,$20.22,08005,"Arapahoe County, Colorado",2015
Living Wage,$10.92,$23.33,$28.17,$35.00,$17.35,$21.26,$23.81,$26.82,$8.68,$12.95,$15.43,$18.14,08007,"Archuleta County, Colorado",2015
Living Wage,$10.28,$22.26,$27.10,$34.31,$16.83,$20.19,$22.74,$26.12,$8.41,$12.42,$14.90,$17.79,08009,"Baca County, Colorado",2015
Living Wage,$9.97,$22.26,$27.10,$33.35,$16.39,$20.19,$22.74,$25.16,$8.20,$12.42,$14.90,$17.31,08011,"Bent County, Colorado",2015
Living Wage,$12.48,$26.10,$30.94,$39.96,$19.79,$24.03,$26.58,$31.77,$9.89,$14.34,$16.81,$20.61,08013,"Boulder County, Colorado",2015
Living Wage,$11.61,$25.61,$30.44,$39.18,$19.12,$23.54,$26.09,$30.99,$9.56,$14.09,$16.57,$20.22,08014,"Broomfield County, Colorado",2015
Living Wage,$10.62,$23.14,$27.98,$35.60,$17.04,$21.07,$23.62,$27.41,$8.52,$12.86,$15.34,$18.43,08015,"Chaffee County, Colorado",2015
Living Wage,$9.97,$22.26,$27.10,$33.87,$16.39,$20.19,$22.74,$25.68,$8.20,$12.42,$14.90,$17.57,08017,"Cheyenne County, Colorado",2015
Living Wage,$11.61,$25.61,$30.44,$39.18,$19.12,$23.54,$26.09,$30.99,$9.56,$14.09,$16.57,$20.22,08019,"Clear Creek County, Colorado",2015
Living Wage,$10.28,$22.26,$27.10,$33.35,$16.83,$20.19,$22.74,$25.16,$8.41,$12.42,$14.90,$17.31,08021,"Conejos County, Colorado",2015
Living Wage,$10.28,$22.26,$27.10,$34.31,$16.83,$20.19,$22.74,$26.12,$8.41,$12.42,$14.90,$17.79,08023,"Costilla County, Colorado",2015
Living Wage,$9.97,$22.26,$27.10,$33.37,$16.39,$20.19,$22.74,$25.19,$8.20,$12.42,$14.90,$17.32,08025,"Crowley County, Colorado",2015
Living Wage,$9.97,$22.26,$27.10,$33.58,$16.39,$20.19,$22.74,$25.39,$8.20,$12.42,$14.90,$17.42,08027,"Custer County, Colorado",2015
Living Wage,$10.64,$23.18,$28.01,$34.48,$17.07,$21.10,$23.65,$26.29,$8.53,$12.87,$15.35,$17.87,08029,"Delta County, Colorado",2015
Living Wage,$11.61,$25.61,$30.44,$39.18,$19.12,$23.54,$26.09,$30.99,$9.56,$14.09,$16.57,$20.22,08031,"Denver County, Colorado",2015
Living Wage,$10.28,$22.26,$27.10,$34.31,$16.83,$20.19,$22.74,$26.12,$8.41,$12.42,$14.90,$17.79,08033,"Dolores County, Colorado",2015
Living Wage,$11.61,$25.61,$30.44,$39.18,$19.12,$23.54,$26.09,$30.99,$9.56,$14.09,$16.57,$20.22,08035,"Douglas County, Colorado",2015
Living Wage,$12.62,$25.88,$30.71,$38.23,$19.06,$23.81,$26.36,$30.04,$9.53,$14.23,$16.70,$19.75,08037,"Eagle County, Colorado",2015
Living Wage,$11.61,$25.61,$30.44,$39.18,$19.12,$23.54,$26.09,$30.99,$9.56,$14.09,$16.57,$20.22,08039,"Elbert County, Colorado",2015
Living Wage,$10.35,$23.65,$28.48,$36.35,$17.59,$21.58,$24.13,$28.16,$8.80,$13.11,$15.59,$18.81,08041,"El Paso County, Colorado",2015
