Cuisine,Price,Michelin_star_review,Michelin_star,Address,Standard,Review,Retaurant_name,location
European,"$25,$49",‘Bibs’ are awarded for simple yet skilful cooking for under £28 or €40.,"Bib Gourmand: good quality, good value cooking: ≤ £28 / 40 € (IRE)","465 Court St., Brooklyn 11231",Good standard.,"
			Prime Meats stands tall and proud as a true original and local gem for German eats set to American beats. The booths in front are bright and snug, while bentwood chairs and net curtains tied into a knot add to that brasserie feel. A warm vibe and cheery servers complete the picture. Hand-crafted sausages and burgers are all the rage here. Nibble away on homemade pretzels while perusing the lunch menu, which may be simple and sandwich-focused, but always showcases a gutsy edge. Bold flavors shine through in a creamy roasted squash soup; jagerwurst, a lightly charred, delicately smoky, and meaty sausage with red cabbage casserole; or Jen's German potato salad tossing waxy potato slices, chopped herbs, and thick bacon lardons in a pickled dressing.
				","
	Prime Meats
","s"":{""model"":""last_visi"
Italian,"$25,$49",none,Very good standard.,"849 Sixth Ave., New York 10001",none,"
			French-born Chef Laurent Tourondel knows New Yorkers can never get enough pizza-especially not when it's this divine. The restaurant's stunning rustic-contemporary interior was conceived by Brooklyn-based design studio, Crème, and the look is a breath of fresh air-soft, warm lighting washes across an open layout room dotted with vibrant green plants, reclaimed slats, ceiling beams, and Windsor-style walnut chairs. The kitchen's ingredient-driven menu was built around its beautiful, copper-clad wood-fired ovens, so naturally, excellent pizzas and pastas abound. But, appetizers like veal-and-pork meatballs ""al forno"", and entrées like a wood oven-roasted chicken are tempting additions. Tack on one of their lovely cocktails for a full-on festa.
				","
	L'Amico
","staurant"",""id"":""40.747"
American,"$25,$49",none,Simple standard.,"229 DeKalb Ave., Brooklyn 11205",none,"
			Despite the fact that this sounds like Grandpa's pet-name for his antique tractor, The General Greene nicely straddles rusticity and hipness while serving three satisfying meals a day. Everything seems cool here, if perhaps a bit aloof, from the ambient lighting, comfy banquettes, and leather bar stools to their highly prized espresso machine and free WiFi for your iPad. The menu has a playful Southern slant, as seen in the signature buttermilk-fried chicken served with gravy and mashed potatoes. While wood-fired pizzas (the Margherita?) taunt palates by perfuming the entire space, Arctic char caramelized until crisp and coupled with yuzu as well as dried red chilies, is a special for fitting reason. Cast-iron skillets of bread pudding seem to fly out the door.
				","
	The General Greene
","staurant"",""id"":""40.689"
Japanese,"$13,$24",none,Simple standard.,"126 N. 6th St., Brooklyn 11211",none,"
			At this popular Williamsburg ramen-ya, Chef and Hokkaido native Akira Hiratsuka ladles signature bowlfuls of Sapporo-style ramen, characterized by its seafood-infused broth and wavy noodles aged for 48-hours. The results are distinct and delicious. Among the host of options to be tried are shoyu (soy-based), shio (salt-based), or the special house ramen brimming with a bounty of shellfish. A recent unique offering featured a fiery broth infused with a blend of 12 spices and fish sauce and filled with bone-in pork rib, cabbage, and red chilies. Slurp your soup at one of two seating options in the moody, dark-walled space: perched atop tall tables or at a counter looking into the kitchen, where a refrigerator unit is stocked with custom-made noodles.
				","
	Ramen Yebisu
","s"":{""model"":""last_visi"
Vietnamese,"$25,$49",none,Simple standard.,"329 Smith St., Brooklyn 11231",none,"
			Housed in his old Seersucker restaurant space, Chef Robert Newton keeps the lines on his latest venture, Nightingale Nine, clean and stylish-with a long bar and row of tables hugging a blue wood banquette. Sleek black ceiling pendants light the tables, where the kitchen's delicious and creative Asian plates hit in happy abundance. The Arkansas-reared chef has always loved Vietnamese cooking-and here, he ups the ante by implementing local and seasonal produce into his playful take on the same region's fare. The dinner menu features dishes like grilled pork chop with cucumber salad, fried egg, and jasmine rice; or a riff on jambalaya starring smoked pork sausage, Carolina shrimp, and crab paste.
				","
	Nightingale Nine
","staurant"",""id"":""40.680"
Indian,"$13,$24",none,Simple standard.,"100 Lexington Ave., New York 10016",none,"
			This Northern Indian eatery is praised for its array of tasty grilled meats and kebabs that emerge from the bhatti (open-fire grill). Quality ingredients and a skilled kitchen combine with delicious results as in hariyali chooza, nuggets of white meat chicken marinated in an herbaceous blend of mint, cilantro, green fenugreek, chilies, and hung curd; or the unique house specialty galouti kebab, made from fragrantly spiced lamb ground so fine and incredibly tender that it's almost pâté-smooth. Hearty dishes such as khatte baingan, silky chunks of eggplant stewed in a tangy onion-tomato masala and garnished with pickled ginger root, wrap up temptations. The room is kitsch-free and tastefully done with dark wood furnishings set against red-and-gold wallpaper.
				","
	Bhatti
","staurant"",""id"":""40.742"
Mediterranean,"$50,$74",none,Good standard.,"127 E. 27th St., New York 10016",none,"
			Covina swings into town complements of husband-wife duo, Tim and Nancy Cushman-names synonymous with restaurant royalty in Boston. Inside, the colorful dining room features a u-shaped bar and bustling open kitchen; while the café up front offers sandwiches and pastries to-go. The thoughtful menu aims for a Cal-Med sensibility, and achieves it with balance and polish. Dinner might begin with curried cauliflower accompanied by peas, cilantro-mint chutney, and charred garlic yogurt. Then move on to plump wood-grilled Gulf shrimp with creamy polenta and smoked Oaxacan pasilla chile sauce; or even homemade fennel pork sausage with salsa verde. Don't miss the signature farfalle of farro, milled in-house, and tossed with braised greens, pine nuts and parmesan.
				","
	Covina
","staurant"",""id"":""40.742"
Indian,"$25,$49",none,Simple standard.,"102 Lexington Ave., New York 10016",none,"
			It takes serious effort for an Indian restaurant to stand out from the crowd in jam-packed Curry Hill, but by highlighting the cuisine of Calcutta and its faction of Jewish immigrants, this desi diner does just that. Haldi translates to turmeric in Hindi, and the space is fittingly decorated with splashes of yellow throughout. Executive Chef Hemant Mathur heads up this operation, where a cadre of skilled cooks routinely turn out the likes of such unique plates as mangshor chop, a crunchy ground lamb-and-potato patty served with cilantro chutney; or fish-fry Calcutta-style served with mustard-and-onion relish. Chicken makmura, featuring minced chicken meatballs cooked in a rich, creamy curry made from almonds and cashews, makes for a fine finale.
				","
	Haldi
","staurant"",""id"":""40.742"
Steakhouse,"$75,$150","Using top quality ingredients, dishes with distinct flavours are carefully prepared to a consistently high standard.  ","One MICHELIN Star : High quality cooking, worth a stop!","178 Broadway, New York 11211",Simple standard.,"
			More than just an icon of the New York dining scene-Peter Luger is an idolized classic. Run on wheels by a team of gloriously forthright waiters, this munificent paean to beef doesn't just serve legendary steaks, it provides a side helping of history too. The wood paneling and beer-hall tables tell of family gatherings, friends united, deal making, success celebrated and stories swapped. It's evocative and unforgettable. It's also unapologetically old-school-computerization and credit cards remain fanciful futuristic concepts, so you'll need to come with a few Benjamins tucked into your wallet. Start with a thick slice of bacon to get your taste buds up to speed before the steak arrives. These slabs of finely marbled Porterhouse are dry-aged in-house for around 28 days, which means there's tenderloin on one side of the bone and strip steak on the other. They are then broiled to perfection, sliced before being brought to the table, and served with their own sauce as well as a host of sides, which range from their version of German fried potatoes to creamed spinach. If you can still feel a pulse after that, there's always cheesecake served with their equally famous ""schlag"" to finish you off.
				","
	Peter Luger
","s"":{""model"":""last_visi"
Spanish,"$13,$24",none,none,"205 Tenth Ave., New York 10011",none,"
			You'll think you've died and gone to Barcelona. This cozy little tapas den kicks up to boisterous levels in its bustling and festive front area, where servers uncork bottles and the wine flows as guests cue up for tables in the front or back dining room. The wait is all part of the fun, of course, and service is as cheery, efficient and casual as you'd hope it to be. Originally opened in 2004, owners Heather Belz & Mani Dawes offer a scrumptious array of small plates like creamy black rice plated with shaved cuttlefish and pale green parsley purée; or a thick wedge of potato-studded tortilla Española, laced with delicious garlicky aïoli. Don't miss the skirt steak, a must-try when it hits the specials menu.
				","
	Tía Pol
",pois/touristAttraction
