gross,date_c,name,rate,budget,Director,length,actors,open_week,year,genre
,"R,2007-02-02",The Oh in Ohio,"5.6 based on 5,601 user ratings","        $5,000,000        

      ",Billy Kent,PT88M,"Parker Posey,Paul Rudd,Danny DeVito",,2006,"Comedy,Drama,Romance"
"        $3,193,102        

      ","R,1999-08-04",The Limey,"7.1 based on 25,414 user ratings","        $9,000,000        

      ",Steven Soderbergh,PT89M,"Terence Stamp,Peter Fonda,Lesley Ann Warren","         $187,122        

      (USA)
      ",1999,"Crime,Drama,Mystery"
,2009-06-06,Bad Biology,"4.7 based on 3,338 user ratings",,Frank Henenlotter,PT84M,"Charlee Danielson,Anthony Sneed,Mark Wilson",,2008,"Comedy,Horror"
"        $67,152        

      ","R,2009-01-09",Stuck,"6.5 based on 8,360 user ratings","        $5,000,000        

      ",Stuart Gordon,PT85M,"Mena Suvari,Stephen Rea,Russell Hornsby","         $8,844        

      (USA)
      ",2007,"Crime,Drama,Thriller"
,"R,2005-09-23",Boy Eats Girl,"5.1 based on 3,471 user ratings","        $5,000,000        

      ",Stephen Bradley,PT80M,"Samantha Mumba,David Leon,Tadhg Murphy",,2005,"Comedy,Fantasy,Horror"
"        $808,221        

      ","R,2005-04-29",Factotum,"6.6 based on 12,397 user ratings","        $1,000,000        

      ",Bent Hamer,PT94M,"Matt Dillon,Lili Taylor,Marisa Tomei","         £37,100        

      (UK)
      ",2005,"Comedy,Drama,Romance"
"        $442,638        

      ","R,2007-04-26",The Hammer,"7.3 based on 5,556 user ratings","        $850,000        

      ",Charles Herman-Wurmfeld,PT88M,"Adam Carolla,Oswaldo Castillo,Heather Juergensen","         $97,137        

      (USA)
      ",2007,"Comedy,Romance,Sport"
,"G,2006-07-07",Shark Bait,"4.2 based on 3,197 user ratings","        $10,000,000        

      ",Howard E. Baker,PT77M,"John Rhys-Davies,Bruno Alexander,Reedy Gibbs","         £208,259        

      (UK)
      ",2006,"Animation,Family"
"        $1,107,148        

      ",2006-09-21,Macbeth,"4.8 based on 1,958 user ratings",,Geoffrey Wright,PT109M,"Chloe Armstrong,Kate Bell,Miranda Nation","         $644        

      (USA)
      ",2006,"Crime,Drama,Thriller"
,"PG-13,2006-02-02",Mozart and the Whale,"6.9 based on 7,801 user ratings","        $12,000,000        

      ",Petter Næss,PT94M,"Josh Hartnett,Radha Mitchell,Gary Cole",,2005,"Comedy,Drama,Romance"
,"R,2006-05-09","Puff, Puff, Pass","5.7 based on 3,226 user ratings","        $2,500,000        

      ",Mekhi Phifer,PT95M,"Ronnie Warner,Danny Masterson,Mekhi Phifer",,2006,Comedy
"        $3,343,528        

      ","R,2007-02-16",Venus,"7.1 based on 11,363 user ratings","        £3,000,000        

      ",Roger Michell,PT95M,"Peter O'Toole,Jodie Whittaker,Leslie Phillips","         $48,871        

      (USA)
      ",2006,"Comedy,Drama,Romance"
,"PG-13,2008-11-07",Private Valentine: Blonde & Dangerous,"4.3 based on 3,479 user ratings","        $30,000,000        

      ",Steve Miner,PT98M,"Jessica Simpson,Vivica A. Fox,Steve Guttenberg",,2008,"Adventure,Comedy,Drama"
,"R,2008-03-18",Just Add Water,"5.7 based on 2,655 user ratings","        $625,000        

      ",Hart Bochner,PT95M,"Dylan Walsh,Jonah Hill,Justin Long",,2008,"Comedy,Romance"
"        $56,408        

      ","R,2011-03-14",Finding Amanda,"5.6 based on 3,042 user ratings",,Peter Tolan,PT96M,"Matthew Broderick,Brittany Snow,Maura Tierney","         $31,340        

      (USA)
      ",2008,"Comedy,Drama"
"        $66,643        

      ","R,2009-06-18",Disgrace,"6.6 based on 4,698 user ratings","        $10,000,000        

      ",Steve Jacobs,PT119M,"John Malkovich,Natalie Becker,Jessica Haines","         $12,615        

      (USA)
      ",2008,Drama
,"R,2009-06-03",From Within,"5.7 based on 5,944 user ratings",,Phedon Papamichael,PT89M,"Elizabeth Rice,Thomas Dekker,Kelly Blatz",,2008,"Horror,Mystery,Thriller"
"        $4,328,294        

      ","PG-13,2006-06-02",Keeping Up with the Steins,"5.4 based on 2,783 user ratings",,Scott Marshall,PT90M,"Jeremy Piven,Garry Marshall,Daryl Sabara","         $653,723        

      (USA)
      ",2006,Comedy
,2007-01,Dante's Inferno,"6.6 based on 1,325 user ratings",,Sean Meredith,PT88M,"Tony Abatemarco,Scott Adsit,Matt Besser",,2007,"Animation,Comedy"
"        $91,169        

      ","R,2008-10-10",Dedication,"6.8 based on 6,306 user ratings",,Justin Theroux,PT95M,"Billy Crudup,Mandy Moore,Tom Wilkinson","         $23,832        

      (USA)
      ",2007,"Comedy,Drama,Romance"
,"R,2007-10-24",Unrest,"5.0 based on 7,052 user ratings","        $2,500,000        

      ",Jason Todd Ipson,PT88M,"Corri English,Scot Davis,Joshua Alba",,2006,"Horror,Thriller"
,"R,2005-01",Game 6,"5.9 based on 2,258 user ratings","        $1,000,000        

      ",Michael Hoffman,PT87M,"Michael Keaton,Robert Downey Jr.,Griffin Dunne",,2005,"Comedy,Drama,Sport"
"        $399,879        

      ","R,2006-07-20",Jindabyne,"6.3 based on 5,895 user ratings","        AUD 15,000,000        

      ",Ray Lawrence,PT123M,"Laura Linney,Gabriel Byrne,John Howard","         $656,650        

      (Australia)
      ",2006,"Crime,Drama,Mystery"
"        $1,186,323        

      ","R,2005-06-24",Saving Face,"7.5 based on 8,123 user ratings",,Alice Wu,PT91M,"Joan Chen,Michelle Krusiec,Lynn Chen","         $99,079        

      (USA)
      ",2004,"Comedy,Drama,Romance"
"        $31,883        

      ","R,2008-07-11",The Stone Angel,"6.3 based on 1,520 user ratings",,Kari Skogland,PT116M,"Ellen Burstyn,Christine Horne,Ellen Page","         $31,883        

      (USA)
      ",2007,Drama
,"R,2005-04-21",Man-Thing,"4.1 based on 5,033 user ratings","        $7,500,000        

      ",Brett Leonard,PT97M,"Jack Thompson,Matthew Le Nevez,Steve Bastoni",,2005,"Action,Adventure,Horror"
,"R,2006-11-09",Irresistible,"5.8 based on 5,023 user ratings",,Ann Turner,PT103M,"Susan Sarandon,Sam Neill,Emily Blunt",,2006,"Drama,Mystery,Thriller"
,"R,2006-07-21",End Game,"5.1 based on 4,585 user ratings","        $5,000,000        

      ",Andy Cheng,PT93M,"Cuba Gooding Jr.,Angie Harmon,James Woods",,2006,"Action,Crime,Drama"
"        $5,912        

      ","R,2008-08-05",Anamorph,"5.5 based on 8,259 user ratings",,Henry Miller,PT107M,"Willem Dafoe,Scott Speedman,Don Harvey","         $3,120        

      (USA)
      ",2007,"Crime,Horror,Thriller"
,2008-09-27,The Betrayed,"6.0 based on 1,724 user ratings","        $3,500,000        

      ",Amanda Gusack,PT98M,"Melissa George,Oded Fehr,Christian Campbell",,2008,"Crime,Drama,Mystery"
"        $860,002        

      ","PG,2005-05-27",Duma,"7.3 based on 6,683 user ratings","        $12,000,000        

      ",Carroll Ballard,PT100M,"Alex Michaeletos,Campbell Scott,Hope Davis","         $105,422        

      (USA)
      ",2005,"Adventure,Drama,Family"
"        $634,379        

      ","R,2008-05-09",Fugitive Pieces,"7.1 based on 1,899 user ratings","        CAD 12,000,000        

      ",Jeremy Podeswa,PT104M,"Robbie Kay,Monika Schurmann,Nina Dobrev","         $102,212        

      (USA)
      ",2007,"Adventure,Drama,War"
,"R,2006-06-08",Man About Town,"5.6 based on 6,626 user ratings",,Mike Binder,PT96M,"Ben Affleck,Rebecca Romijn,John Cleese","         $308,054        

      (Mexico)
      ",2006,"Comedy,Drama"
,"PG-13,2007-01-18",Griffin & Phoenix,"7.1 based on 6,528 user ratings",,Ed Stone,PT102M,"Amanda Peet,Dermot Mulroney,Sarah Paulson",,2006,"Comedy,Drama,Romance"
,"R,2006-01-26",The Dark,"5.4 based on 9,457 user ratings","        £3,000,000        

      ",John Fawcett,PT93M,"Sean Bean,Maria Bello,Sophie Stuckey","         $773,079        

      (Brazil)
      ",2005,"Horror,Mystery,Thriller"
,"R,2007-11-29",The Tattooist,"5.1 based on 2,806 user ratings","        $3,000,000        

      ",Peter Burger,PT92M,"Jason Behr,Mia Blake,David Fane",,2007,"Horror,Thriller"
,2008-04-18,Botched,"5.8 based on 5,733 user ratings",,Kit Ryan,PT95M,"David Heap,Alan Smyth,Stephen Dorff",,2007,"Comedy,Horror"
,"PG,2005-05-27",Strings,"7.0 based on 3,644 user ratings","        €3,400,000        

      ",Anders Rønnow Klarlund,PT91M,"James McAvoy,Catherine McCormack,Julian Glover",,2004,"Adventure,Drama,Fantasy"
"        $5,763,875        

      ","R,2004-07-16",The Clearing,"5.9 based on 12,009 user ratings",,Pieter Jan Brugge,PT95M,"Robert Redford,Willem Dafoe,Helen Mirren","         $618,674        

      (USA)
      ",2004,"Drama,Mystery,Thriller"
"        $1,530,535        

      ","R,2006-09-01",Trust the Man,"5.7 based on 7,926 user ratings","        $9,000,000        

      ",Bart Freundlich,PT103M,"David Duchovny,Julianne Moore,Billy Crudup","         $180,271        

      (USA)
      ",2005,"Comedy,Drama,Romance"
,"R,2006-09-26",The Woods,"5.7 based on 9,372 user ratings","        $12,000,000        

      ",Lucky McKee,PT91M,"Lauren Birkell,Agnes Bruckner,Jane Gilchrist",,2006,"Horror,Mystery,Thriller"
,"PG,2008-12-19",Stone of Destiny,"6.8 based on 3,004 user ratings","        €6,000,000        

      ",Charles Martin Smith,PT96M,"Charlie Cox,Kate Mara,Stephen McCole",,2008,"Adventure,Crime,Drama"
"        $26,092        

      ","R,2005-01-19",The Heart Is Deceitful Above All Things,"6.6 based on 5,490 user ratings",,Asia Argento,PT97M,"Asia Argento,Dylan Sprouse,Cole Sprouse","         $10,000        

      (USA)
      ",2004,Drama
"        $900,926        

      ","R,2007-09-07",The Brothers Solomon,"5.3 based on 9,740 user ratings","        $10,000,000        

      ",Bob Odenkirk,PT93M,"Will Arnett,Will Forte,Jenna Fischer","         $508,601        

      (USA)
      ",2007,Comedy
,"R,2008-11-11",One-Eyed Monster,"4.2 based on 2,073 user ratings",,Adam Fields,PT84M,"Amber Benson,Jason Graham,Charles Napier",,2008,"Comedy,Horror,Sci-Fi"
,,Freezing People Is Easy,,,,,,,See all in-development titles on IMDbPro,"Comedy,Drama,Horror"
"        $10,596,100        

      ","R,2007-01-12",Primeval,"4.7 based on 11,452 user ratings",,Michael Katleman,PT93M,"Dominic Purcell,Orlando Jones,Brooke Langton","         $6,792,318        

      (USA)
      ",2007,"Action,Adventure,Crime"
"        $101,542        

      ","UNRATED,2014-09-05",God Help the Girl,"6.4 based on 7,121 user ratings","        $1,850,000        

      ",Stuart Murdoch,PT112M,"Emily Browning,Olly Alexander,Hannah Murray","         $11,330        

      (USA)
      ",2014,"Drama,Musical,Romance"
"        $3,296,916        

      ","R,2006-05-12",Art School Confidential,"6.3 based on 15,249 user ratings",,Terry Zwigoff,PT102M,"Max Minghella,Sophia Myles,John Malkovich","         $135,733        

      (USA)
      ",2006,"Comedy,Drama"
"        $7,744,785        

      ","PG-13,2006-11-10",The Return,"4.8 based on 10,298 user ratings","        $15,000,000        

      ",Asif Kapadia,PT85M,"Sarah Michelle Gellar,Sam Shepard,Peter O'Brien","         $4,479,621        

      (USA)
      ",2006,"Horror,Mystery,Thriller"
"        $7,825,820        

      ","R,2006-08-04",The Night Listener,"5.9 based on 13,337 user ratings","        $4,000,000        

      ",Patrick Stettner,PT91M,"Robin Williams,Toni Collette,Rory Culkin","         $3,554,134        

      (USA)
      ",2006,"Crime,Mystery,Thriller"
"        $14,208,384        

      ","PG-13,2003-06-20",Alex & Emma,"5.6 based on 11,814 user ratings","        $30,000,000        

      ",Rob Reiner,PT96M,"Luke Wilson,Kate Hudson,David Paymer","         $6,111,074        

      (USA)
      ",2003,"Comedy,Romance"
"        $10,105,281        

      ","PG-13,2005-11-23",In the Mix,"2.7 based on 7,611 user ratings",,Ron Underwood,PT95M,"Usher Raymond,Chazz Palminteri,Emmanuelle Chriqui","         $4,448,491        

      (USA)
      ",2005,"Comedy,Crime,Drama"
"        $64,955,956        

      ","PG-13,2004-02-06",Barbershop 2: Back in Business,"5.7 based on 10,976 user ratings","        $18,000,000        

      ",Kevin Rodney Sullivan,PT106M,"Ice Cube,Cedric the Entertainer,Eve","         $24,241,612        

      (USA)
      ",2004,"Comedy,Drama"
"        $1,255,524        

      ","R,2007-02-23",The Abandoned,"5.6 based on 11,332 user ratings","        €3,000,000        

      ",Nacho Cerdà,PT99M,"Anastasia Hille,Karel Roden,Valentin Goshev","         $782,000        

      (USA)
      ",2006,"Horror,Mystery,Thriller"
"        $11,198,345        

      ","PG-13,2004-10-22",Surviving Christmas,"5.3 based on 18,565 user ratings","        $45,000,000        

      ",Mike Mitchell,PT91M,"Ben Affleck,Christina Applegate,James Gandolfini","         $4,441,356        

      (USA)
      ",2004,"Comedy,Romance"
"        $10,097,096        

      ","R,2001-11-14",The Wash,"4.6 based on 5,795 user ratings","        $7,000,000        

      ",DJ Pooh,PT93M,"Dr. Dre,Snoop Dogg,Anthony Albano","         $2,875,067        

      (USA)
      ",2001,Comedy
"        $13,973,532        

      ","PG-13,2002-09-13",Stealing Harvard,"5.1 based on 11,379 user ratings","        $25,000,000        

      ",Bruce McCulloch,PT85M,"Jason Lee,Tom Green,Leslie Mann","         $6,041,521        

      (USA)
      ",2002,"Comedy,Crime"
"        $60,008,303        

      ","PG,2000-02-11",Snow Day,"5.0 based on 9,819 user ratings","        $13,000,000        

      ",Chris Koch,PT89M,"Chevy Chase,Schuyler Fisk,Chris Elliott","         $14,331,819        

      (USA)
      ",2000,"Adventure,Comedy,Family"
"        $15,062,898        

      ","R,1998-08-21",Dead Man on Campus,"6.1 based on 12,096 user ratings","        $14,000,000        

      ",Alan Cohn,PT96M,"Tom Everett Scott,Mark-Paul Gosselaar,Poppy Montgomery","         $4,704,688        

      (USA)
      ",1998,Comedy
"        $11,411,644        

      ","PG,2002-07-03",The Powerpuff Girls Movie,"6.5 based on 8,070 user ratings","        $11,000,000        

      ",Craig McCracken,PT73M,"Cathy Cavadini,Tara Strong,Elizabeth Daily","         $3,583,114        

      (USA)
      ",2002,"Animation,Action,Adventure"
"        $37,672,350        

      ","R,1998-08-14",How Stella Got Her Groove Back,"5.5 based on 5,647 user ratings","        $20,000,000        

      ",Kevin Rodney Sullivan,PT124M,"Angela Bassett,Taye Diggs,Whoopi Goldberg","         $11,318,919        

      (USA)
      ",1998,"Comedy,Drama,Romance"
"        $10,494,147        

      ","PG-13,2000-03-24",Here on Earth,"5.1 based on 7,596 user ratings","        $15,000,000        

      ",Mark Piznarski,PT96M,"Chris Klein,Leelee Sobieski,Josh Hartnett","         $4,510,705        

      (USA)
      ",2000,"Drama,Romance"
"        $10,544,143        

      ","PG-13,1999-10-22",Three to Tango,"6.1 based on 16,713 user ratings","        $20,000,000        

      ",Damon Santostefano,PT98M,"Neve Campbell,Matthew Perry,Dylan McDermott","         $4,406,135        

      (USA)
      ",1999,"Comedy,Romance"
"        $6,320,276        

      ","R,1997-10-10",Most Wanted,"5.5 based on 5,021 user ratings","        $25,000,000        

      ",David Hogan,PT99M,"Keenen Ivory Wayans,Jon Voight,Robert Kotecki","         $2,836,490        

      (USA)
      ",1997,"Action,Thriller"
"        $22,326,247        

      ","PG-13,1999-01-15",At First Sight,"5.9 based on 11,642 user ratings","        $60,000,000        

      ",Irwin Winkler,PT128M,"Val Kilmer,Mira Sorvino,Kelly McGillis","         $8,444,321        

      (USA)
      ",1999,"Drama,Romance"
"        $31,987,563        

      ","R,1997-01-17",Metro,"5.5 based on 22,107 user ratings","        $55,000,000        

      ",Thomas Carter,PT117M,"Eddie Murphy,Michael Rapaport,Kim Miyori","         $18,734,917        

      (USA)
      ",1997,"Action,Comedy,Crime"
"        $3,102,672        

      ","R,1996-09-13",Feeling Minnesota,"5.4 based on 9,340 user ratings",,Steven Baigelman,PT99M,"Keanu Reeves,Vincent D'Onofrio,Cameron Diaz","         $1,598,051        

      (USA)
      ",1996,"Comedy,Crime,Drama"
"        $17,305,211        

      ","R,1996-09-27",Extreme Measures,"6.1 based on 14,641 user ratings","        $38,000,000        

      ",Michael Apted,PT118M,"Hugh Grant,Gene Hackman,Sarah Jessica Parker","         $6,906,546        

      (USA)
      ",1996,"Crime,Drama,Mystery"
"        $20,951,277        

      ","PG-13,1996-10-25",High School High,"5.5 based on 11,168 user ratings",,Hart Bochner,PT86M,"Jon Lovitz,Tia Carrere,Louise Fletcher","         $6,311,786        

      (USA)
      ",1996,"Comedy,Crime,Romance"
"        $20,300,000        

      ","R,1996-02-16",City Hall,"6.2 based on 17,293 user ratings","        $40,000,000        

      ",Harold Becker,PT111M,"Al Pacino,John Cusack,Bridget Fonda",,1996,Drama
"        $16,344,520        

      ","PG,1994-03-18",Monkey Trouble,"5.3 based on 5,234 user ratings",,Franco Amurri,PT96M,"Thora Birch,Harvey Keitel,Finster",,1994,"Adventure,Comedy,Family"
"        $21,006,361        

      ","PG,1994-01-14",Iron Will,"6.5 based on 6,001 user ratings",,Charles Haid,PT108M,"Mackenzie Astin,Kevin Spacey,David Ogden Stiers",,1994,"Adventure,Family"
