answer,title,clue
DWELT,"New York Times, Wednesday, April 27, 2016","Spoke at length about, with ""on"""
NOTA,"New York Times, Monday, April 25, 2016","The ""N"" of N.B."
GIZMO,"New York Times, Monday, April 25, 2016",Thingamabob
KABOOM,"New York Times, Monday, April 25, 2016",Explosion sound
IDOL,"New York Times, Monday, April 25, 2016","TV's discontinued ""American ___"""
ACETATE,"New York Times, Thursday, May 5, 2016",Cel material
ABAFT,"New York Times, Tuesday, May 3, 2016",Toward a boat's wake
ABCS,"New York Times, Tuesday, May 3, 2016",Kindergarten lesson
LEVI,"New York Times, Tuesday, May 3, 2016",Big name in denim
RIDER,"New York Times, Tuesday, May 3, 2016","Equestrian, e.g."
LOUT,"New York Times, Tuesday, May 3, 2016",Lummox
BEES,"New York Times, Tuesday, May 3, 2016",Wax makers
MOOLA,"New York Times, Tuesday, May 3, 2016",Dough
ANKHS,"New York Times, Saturday, April 30, 2016",Signs of life
STATIONER,"New York Times, Saturday, April 30, 2016",Paper pusher?
RENEW,"New York Times, Saturday, April 30, 2016",What some people do to vows
HEGOTGAME,"New York Times, Saturday, April 30, 2016",1998 Spike Lee film
OXEYE,"New York Times, Saturday, April 30, 2016",Sunflowerlike flower
AMENHOTEP,"New York Times, Saturday, April 30, 2016",Royal name in ancient Egypt
CARDCATALOG,"New York Times, Friday, May 6, 2016",Holder of many titles
ONTO,"New York Times, Wednesday, April 20, 2016",Aware of
SNOWS,"New York Times, Wednesday, April 20, 2016",Persuades in a deceitful way
TEAHOUSE,"New York Times, Wednesday, April 20, 2016",Place to chat over a hot drink
OPRAH,"New York Times, Thursday, April 21, 2016","TV personality with the best seller ""What I Know for Sure"""
PROTEGE,"New York Times, Thursday, April 21, 2016","Marco Rubio, to Jeb Bush, once"
POWEREDON,"New York Times, Thursday, April 21, 2016","Booted, say"
EON,"New York Times, Thursday, April 21, 2016",Gazillion years
DTS,"New York Times, Thursday, April 21, 2016",Drunk's woe
TAG,"New York Times, Thursday, April 21, 2016",Graffiti mark
PONIARDS,"New York Times, Saturday, May 7, 2016","Small, slim daggers"
ANYONE,"""TEE"" TIME","""Volunteers?"""
SAFETYCRACKERS,"""TEE"" TIME",Biscuits with no sharp edges?
SINKER,"""TEE"" TIME",Deceptive pitch
TRADE,"""TEE"" TIME",Plumbing or bricklaying
REDEEMER,"""TEE"" TIME","Christ, with ""the"""
EXCESS,"""TEE"" TIME",Overage
UNDO,"""TEE"" TIME",Edit menu option
PEPSI,"New York Times, Monday, May 2, 2016",Coke rival
ETHYL,"New York Times, Thursday, April 28, 2016",Word on an old gas pump
ACT,"New York Times, Thursday, April 28, 2016",Perform
BIN,"New York Times, Thursday, April 28, 2016",Laundry container
BRA,"New York Times, Thursday, April 28, 2016",Hidden means of support?
STEGOSAUR,"New York Times, Thursday, April 28, 2016",Extinct creature with armored spikes on its back
ONAJAG,"New York Times, Thursday, April 28, 2016",Bingeing
NORTHER,"New York Times, Thursday, April 28, 2016",Arctic gale
ENO,"New York Times, Thursday, April 28, 2016",Brian of ambient music
TORI,STELLAR WORK,"Lifesavers, e.g."
DISGUSTS,STELLAR WORK,Turns off
AMULET,STELLAR WORK,Source of good fortune
PAWED,STELLAR WORK,"Tried to open, as a pet door"
OCEANMAP,STELLAR WORK,Seaman's aid
CABLECHANNEL,STELLAR WORK,"*Z, for one"
NEPALI,"New York Times, Friday, April 22, 2016",Relative of Sinhalese
RODEO,"New York Times, Friday, April 22, 2016",Event with goat tying
ANAS,"New York Times, Friday, April 22, 2016",Santa ___ (weather phenomena)
CHIC,"New York Times, Friday, April 22, 2016",Tony
INNS,"New York Times, Friday, April 22, 2016",Holiday spots?
BOZO,"New York Times, Friday, April 22, 2016",Doofus
EDIE,"New York Times, Friday, April 29, 2016","""Desperate Housewives"" housewife"
AINTIT,"New York Times, Friday, April 29, 2016","Slangy ""True, no?"""
MAE,"New York Times, Friday, April 29, 2016",Questel who voiced Olive Oyl
YOUHEARDME,"New York Times, Saturday, April 23, 2016",Parent's reproof
MRMET,"New York Times, Saturday, April 23, 2016",Citi Field icon
REBS,"New York Times, Saturday, April 23, 2016","Winners at the Battle of Chickasaw Bayou, for short"
ALLS,"New York Times, Saturday, April 23, 2016","""___ well"""
LISZT,"New York Times, Wednesday, May 4, 2016","""Dante Symphony"" composer"
BARE,"New York Times, Wednesday, April 27, 2016","Unpainted, say"
EROS,"New York Times, Wednesday, April 27, 2016",God with a bow
TITLEIST,"New York Times, Monday, April 25, 2016",Big name in golf balls
ENTER,"New York Times, Monday, April 25, 2016",Exit's opposite
IBM,"New York Times, Monday, April 25, 2016","""Let's Build a Smarter Planet"" co."
TOREOPEN,"New York Times, Monday, April 25, 2016",Ripped the wrapping off
INORBIT,"New York Times, Monday, April 25, 2016","Circling the earth, say"
NOWAIT,"New York Times, Monday, April 25, 2016","""Oh, hang on a minute!"""
BIBS,"New York Times, Thursday, May 5, 2016",Things often seen near lobsters
INDC,"New York Times, Thursday, May 5, 2016",Where to find the Capitol and the Library of Cong.
ROSIE,"New York Times, Thursday, May 5, 2016","Former TV partner of Barbara, Joy and Elisabeth"
ACRE,"New York Times, Thursday, May 5, 2016",Israeli port
DEER,"New York Times, Thursday, May 5, 2016",A few bucks?
EZRA,"New York Times, Tuesday, May 3, 2016",Political columnist Klein
ABRAHAMSLINCOLN,"New York Times, Tuesday, May 3, 2016",How the Great Emancipator got around?
GENE,"New York Times, Tuesday, May 3, 2016",Controversially patented thing
NUT,"New York Times, Tuesday, May 3, 2016",Source of a common allergy
STELE,"New York Times, Saturday, April 30, 2016","The Rosetta Stone, for one"
RPI,"New York Times, Saturday, April 30, 2016","Engineer's home, for short"
NOSALE,"New York Times, Saturday, April 30, 2016","""I'm not buying it"""
HOP,"New York Times, Saturday, April 30, 2016",Small vault
PONCE,"New York Times, Saturday, April 30, 2016",Caribbean port
MENU,"New York Times, Saturday, April 30, 2016","Choices, choices"
GAMEOFTHRONES,"New York Times, Friday, May 6, 2016",Show with the record for most Emmys won in a single year (12)
GOTINTOHOTWATER,"New York Times, Friday, May 6, 2016",Encountered trouble
ENRON,"New York Times, Wednesday, April 20, 2016",Name in a 2002 scandal
TRIEDOUT,"New York Times, Wednesday, April 20, 2016",Auditioned
SALLOWER,"New York Times, Wednesday, April 20, 2016",More pallid
SILENT,"New York Times, Thursday, April 21, 2016",Kind of treatment
BEARD,"New York Times, Thursday, April 21, 2016",Lengthening shadow?
SKYEY,"New York Times, Thursday, April 21, 2016",Brilliantly blue
TYPE,"New York Times, Thursday, April 21, 2016","Redheads or book lovers, maybe"
KAY,"New York Times, Thursday, April 21, 2016",Big name in jewelry
MACPRO,"New York Times, Saturday, May 7, 2016",Apple variety
IMONFIRE,"New York Times, Saturday, May 7, 2016","Single from Springsteen's ""Born in the U.S.A."""
UPROAR,"New York Times, Saturday, May 7, 2016",Major protest
SIGHTGAG,"New York Times, Saturday, May 7, 2016",Many a Harpo Marx joke
STARVE,"New York Times, Saturday, May 7, 2016",Extremely fast?
USE,"""TEE"" TIME","""___ your head"""
RADS,"""TEE"" TIME",Physics units
LOCATE,"""TEE"" TIME",Put on the map
AVATAR,"""TEE"" TIME",2009 Best Picture nominee set in the 22nd century
RESOLE,"""TEE"" TIME","Fix, as a pump"
AFRO,"New York Times, Monday, May 2, 2016",Popular hairstyle in the 1960s
ANDS,"New York Times, Monday, May 2, 2016","""No ifs, ___ ..."""
AVIAN,"New York Times, Monday, May 2, 2016",Birdlike
SOPH,"New York Times, Monday, May 2, 2016",Next year's jr.
ASAP,"New York Times, Thursday, April 28, 2016","""Now!"""
SALIVATE,"New York Times, Thursday, April 28, 2016",Show real eagerness
SATRAP,"New York Times, Thursday, April 28, 2016",Persian ruler
CLAUDE,"New York Times, Thursday, April 28, 2016",Artist Monet
HORSES,"New York Times, Thursday, April 28, 2016","Power measures, informally"
DERRIERE,STELLAR WORK,Behind
THY,STELLAR WORK,"""O grave, where is ___ victory?"": I Corinthians"
MUGGLES,STELLAR WORK,"Neither wizards nor witches, in Harry Potter books"
FAROESE,STELLAR WORK,Language descended from Old Norse
SASH,STELLAR WORK,Tiara accompaniment
POLIO,STELLAR WORK,Subject of the 1954 Nobel Prize in Medicine
RIPOPEN,STELLAR WORK,Eagerly unwrap
IVYLEAGUE,"New York Times, Friday, April 22, 2016","Lions, Tigers and Bears play in it"
RADIATORS,"New York Times, Friday, April 22, 2016",Cold remedies?
TRENCH,"New York Times, Friday, April 22, 2016",Depression shared by soldiers
DALES,"New York Times, Friday, April 22, 2016",Hills' counterparts
RIOS,"New York Times, Friday, April 22, 2016",Amazonas and Nilo
NOLO,"New York Times, Friday, April 22, 2016","Certain plea, for short"
SINCERE,"New York Times, Friday, April 22, 2016",Not faking it
WAIVER,"New York Times, Friday, April 22, 2016",Legal release
JIGSAWS,"New York Times, Friday, April 29, 2016",Fitting gifts for puzzle enthusiasts?
ENOUGH,"New York Times, Friday, April 29, 2016","""Uncle!"""
TROP,"New York Times, Friday, April 29, 2016","Too much, to Marcel"
BED,"New York Times, Friday, April 29, 2016",See 38-Down
LATINLOVER,"New York Times, Friday, April 29, 2016",Valentino type
ASIDE,"New York Times, Friday, April 29, 2016",Fourth-wall breaker
COMER,"New York Times, Friday, April 29, 2016",Star on the horizon?
KNEAD,"New York Times, Friday, April 29, 2016",Work digitally?
TYRE,"New York Times, Saturday, April 23, 2016","Pericles' domain, in Shakespeare"
RAFTS,"New York Times, Saturday, April 23, 2016",Lots
SOREL,"New York Times, Saturday, April 23, 2016",The New Yorker cartoonist Edward
STATS,"New York Times, Saturday, April 23, 2016",Need for sabermetricians
TAXEVASION,"New York Times, Saturday, April 23, 2016",Panama Papers revelation
RANRAMPANT,"New York Times, Saturday, April 23, 2016",Went unchecked
UZIS,"New York Times, Saturday, April 23, 2016",Tomb Raider weaponry
ANITA,"New York Times, Wednesday, May 4, 2016","""West Side Story"" woman"
SAN,"New York Times, Wednesday, May 4, 2016",___ Marino
INTOO,"New York Times, Wednesday, May 4, 2016",___ deep
LONGFELLOW,"New York Times, Wednesday, May 4, 2016",Author of an 1841 poem that contains the line spelled out by the shaded squares
STIRS,"New York Times, Wednesday, May 4, 2016",Shows signs of waking
INFILTRATE,"New York Times, Wednesday, May 4, 2016","Enter surreptitiously, as an organization"
DIBS,"New York Times, Wednesday, April 27, 2016","""Mine!,"" in a schoolyard"
IDEA,"New York Times, Wednesday, April 27, 2016",What comes to mind
AGAPE,"New York Times, Wednesday, April 27, 2016",Visibly awed
SAS,"New York Times, Wednesday, April 27, 2016",Carrier with a Copenhagen hub
CARP,"New York Times, Wednesday, April 27, 2016",Be a kvetch
HIES,"New York Times, Wednesday, April 27, 2016","Hotfoots it, old-style"
ETNA,"New York Times, Wednesday, April 27, 2016",Volcano in Catania
ORR,"New York Times, Monday, April 25, 2016",Former Bruin Bobby
REMIND,"New York Times, Monday, April 25, 2016",Jog the memory of
SCRUB,"New York Times, Monday, April 25, 2016",Use elbow grease
LEERY,"New York Times, Monday, April 25, 2016",Apprehensive
SEEYA,"New York Times, Monday, April 25, 2016","""Ciao!"""
SIN,"New York Times, Monday, April 25, 2016","One of the seven ""deadly"" things"
BLACKSHEEP,"New York Times, Thursday, May 5, 2016",Family outcast
TAME,"New York Times, Thursday, May 5, 2016",Break
IIN,"New York Times, Thursday, May 5, 2016","""... and ___ my cap"" (line from ""A Visit From St. Nicholas"")"
STALE,"New York Times, Thursday, May 5, 2016",Trite
HARRISONSFORD,"New York Times, Tuesday, May 3, 2016",How the star of the Indiana Jones films got around?
RAZED,"New York Times, Tuesday, May 3, 2016",Leveled
REEF,"New York Times, Tuesday, May 3, 2016",See 41-Across
OUT,"New York Times, Tuesday, May 3, 2016","""Leave!"""
CITE,"New York Times, Tuesday, May 3, 2016",Give proper attribution
PICOT,"New York Times, Tuesday, May 3, 2016",Embroidery loop
BABE,"New York Times, Tuesday, May 3, 2016","""Hey, ___"" (casual greeting)"
JOVE,"New York Times, Saturday, April 30, 2016",Pantheon member
ANTIS,"New York Times, Saturday, April 30, 2016",They cast no votes
GAOLER,"New York Times, Saturday, April 30, 2016",Key employer in England?
SHOPVAC,"New York Times, Saturday, April 30, 2016","Woodworker's device, informally"
MASHERS,"New York Times, Saturday, April 30, 2016",Advance men?
LAURYN,"New York Times, Saturday, April 30, 2016","""The Miseducation of ___ Hill"" (1998 Grammy-winning album)"
KAREN,"New York Times, Saturday, April 30, 2016",Allen of Hollywood
ASTI,"New York Times, Saturday, April 30, 2016",Moscato bianco grape product
GANG,"New York Times, Saturday, April 30, 2016",Ring
LASSOES,"New York Times, Friday, May 6, 2016",Snags
USSTATE,"New York Times, Friday, May 6, 2016",What a star may represent
OTC,"New York Times, Friday, May 6, 2016",Non-Rx
TSP,"New York Times, Friday, May 6, 2016",Rx abbr.
SEALABS,"New York Times, Friday, May 6, 2016",Locales for deep investigations?
ITSLATE,"New York Times, Friday, May 6, 2016","""We should get going"""
SENEGAL,"New York Times, Friday, May 6, 2016",Home to the naturally pink Lake Retba
DEFENSE,"New York Times, Wednesday, April 20, 2016",Chant at a basketball game
AFRAME,"New York Times, Wednesday, April 20, 2016",Structure that's roughly a triangular prism
ROARIN,"New York Times, Wednesday, April 20, 2016",Enter with much commotion
CUTEST,"New York Times, Wednesday, April 20, 2016",Most adorable
ONAUTO,"New York Times, Wednesday, April 20, 2016",Proceeding unthinkingly
WAFER,"New York Times, Thursday, April 21, 2016",Symbol of thinness
ORATE,"New York Times, Thursday, April 21, 2016",Hold the floor
OILTYCOON,"New York Times, Thursday, April 21, 2016",David or Charles Koch
PLAYED,"New York Times, Thursday, April 21, 2016",Taken for a fool
SEWN,"New York Times, Thursday, April 21, 2016",Wrapped (up)
ATOE,"New York Times, Saturday, May 7, 2016",Dip ___ in
SMELT,"New York Times, Saturday, May 7, 2016",Get the lead out?
DRUNK,"""TEE"" TIME",Plastered
AILERON,"""TEE"" TIME",Airplane maneuverer
OPT,"""TEE"" TIME",___-in clause
KEYS,"""TEE"" TIME",Answer sheets
SMIDGEN,"""TEE"" TIME",Little bit
AID,"""TEE"" TIME",Relief
SNAP,"""TEE"" TIME",Piece of cake
LEAH,"New York Times, Monday, May 2, 2016",Wife of Jacob
TESLA,"New York Times, Monday, May 2, 2016",Electric car maker
PRIMETIME,"New York Times, Monday, May 2, 2016","8:00-11:00 p.m., TV-wise"
AWAIT,"New York Times, Monday, May 2, 2016",Anticipate
YVONNE,"New York Times, Monday, May 2, 2016","Actress Strahovski of ""Dexter"" and ""Chuck"""
RHYMESCHEME,"New York Times, Monday, May 2, 2016","ABAB in a poem, e.g."
GUTS,"New York Times, Thursday, April 28, 2016",Fortitude
TAU,"New York Times, Thursday, April 28, 2016",Sigma follower
ROB,"New York Times, Thursday, April 28, 2016",Rip off
DISC,"New York Times, Thursday, April 28, 2016","Frisbee, e.g."
NOTI,"New York Times, Thursday, April 28, 2016",Cry of innocence
ELEM,"New York Times, Thursday, April 28, 2016","He, for one: Abbr."
EAVE,"New York Times, Thursday, April 28, 2016",Overhang
ANA,"New York Times, Thursday, April 28, 2016",Santa ___
LOKI,STELLAR WORK,"God whose name sounds like a word meaning ""understated"""
PEAL,STELLAR WORK,Take its toll?
RIGHTSIDE,STELLAR WORK,*Board
HOLES,"New York Times, Friday, April 22, 2016",Bad things to find in theories
PITCH,"New York Times, Friday, April 22, 2016",Singer's concern
UNTIE,"New York Times, Friday, April 22, 2016",Let loose
MELEE,"New York Times, Friday, April 22, 2016",Row with many people
SHOP,"New York Times, Friday, April 29, 2016","Fill time at an airport, say"
DELTAS,"New York Times, Friday, April 29, 2016","Symbols of change, in math"
TREY,"New York Times, Friday, April 29, 2016","Shot from behind the arc, informally"
SERA,"New York Times, Friday, April 29, 2016",Shot putter's supply?
MESH,"New York Times, Saturday, April 23, 2016",Go together
OREM,"New York Times, Saturday, April 23, 2016","Self-described ""Family City U.S.A."""
PREACH,"New York Times, Wednesday, May 4, 2016",Speak the gospel
SOFIA,"New York Times, Wednesday, May 4, 2016",Eastern European capital
RRS,"New York Times, Wednesday, May 4, 2016",Employers of dispatchers and brakemen: Abbr.
SOS,"New York Times, Wednesday, May 4, 2016","""Help!"""
AOUT,"New York Times, Wednesday, May 4, 2016",Month in l't
